dsei,polo_base,year,birth_total_live_births,child_mort_imr,child_mort_congenital_Q_per1k,child_mort_circulatory_I_per1k,child_mort_endocrine_E_per1k,child_mort_external_VWXY_per1k
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2001,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2002,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2005,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2007,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2008,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2009,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2010,54,0,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2011,54,18.51851851851852,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2012,50,40,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2013,48,20.833333333333332,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2014,61,16.393442622950822,0,0,0,16.393442622950822
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2015,45,66.66666666666667,0,22.22222222222222,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2016,48,41.666666666666664,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2017,31,96.77419354838707,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2018,37,0,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2019,38,0,0,0,0,0
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2020,37,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2021,42,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,KUMENÊ,2022,46,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2000,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2001,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2002,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2005,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2007,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2008,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2009,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2010,97,0,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2011,109,9.174311926605505,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2012,106,28.30188679245283,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2013,116,17.241379310344826,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2014,98,10.20408163265306,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2015,85,58.8235294117647,0,11.76470588235294,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2016,100,30,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2017,104,28.846153846153847,0,9.615384615384617,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2018,93,21.505376344086024,0,10.752688172043012,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2019,94,21.27659574468085,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MANGA,2020,60,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2021,69,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MANGA,2022,65,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2000,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2001,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2002,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2005,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2007,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2008,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2009,NA,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2010,55,36.36363636363636,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2011,72,27.777777777777775,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2012,62,16.129032258064516,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2013,69,72.46376811594203,14.492753623188406,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2014,71,56.33802816901409,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2015,68,29.41176470588235,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2016,75,26.666666666666668,0,13.333333333333334,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2017,62,16.129032258064516,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2018,71,14.084507042253522,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2019,70,14.285714285714285,0,0,0,0
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2020,63,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2021,81,NA,NA,NA,NA,NA
AMAPÁ E NORTE DO PARÁ,MISSÃO TIRIYÓ,2022,73,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2000,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2001,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2002,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2005,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2007,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2008,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2009,NA,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2010,31,0,0,0,0,0
ARAGUAIA,CONFRESA,2011,13,76.92307692307693,0,0,0,0
ARAGUAIA,CONFRESA,2012,49,20.40816326530612,0,0,0,0
ARAGUAIA,CONFRESA,2013,21,0,0,0,0,0
ARAGUAIA,CONFRESA,2014,51,0,0,0,0,0
ARAGUAIA,CONFRESA,2015,39,0,0,0,0,0
ARAGUAIA,CONFRESA,2016,55,18.18181818181818,18.18181818181818,0,0,0
ARAGUAIA,CONFRESA,2017,62,16.129032258064516,0,16.129032258064516,0,0
ARAGUAIA,CONFRESA,2018,54,0,0,0,0,0
ARAGUAIA,CONFRESA,2019,37,0,0,0,0,0
ARAGUAIA,CONFRESA,2020,34,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2021,38,NA,NA,NA,NA,NA
ARAGUAIA,CONFRESA,2022,26,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2000,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2001,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2002,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2005,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2007,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2008,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2009,NA,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2010,13,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2011,11,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2012,17,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2013,11,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2014,16,125,0,0,0,0
ARAGUAIA,GOIÂNIA,2015,25,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2016,9,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2017,21,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2018,17,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2019,5,0,0,0,0,0
ARAGUAIA,GOIÂNIA,2020,5,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2021,7,NA,NA,NA,NA,NA
ARAGUAIA,GOIÂNIA,2022,5,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2000,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2001,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2002,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2005,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2007,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2008,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2009,NA,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2010,45,0,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2011,48,0,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2012,53,0,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2013,39,25.64102564102564,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2014,56,0,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2015,97,10.309278350515465,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2016,87,0,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2017,89,11.235955056179774,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2018,98,20.40816326530612,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2019,63,31.746031746031743,0,0,0,0
ARAGUAIA,SANTA TEREZINHA,2020,35,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2021,46,NA,NA,NA,NA,NA
ARAGUAIA,SANTA TEREZINHA,2022,30,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2000,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2001,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2002,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2005,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2007,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2008,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2009,NA,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2010,73,54.7945205479452,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2011,82,12.195121951219512,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2012,86,11.627906976744184,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2013,85,35.294117647058826,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2014,104,28.846153846153847,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2015,126,0,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2016,138,14.492753623188406,0,0,7.246376811594203,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2017,169,35.50295857988166,0,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2018,138,7.246376811594203,7.246376811594203,0,0,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2019,105,66.66666666666667,0,0,9.5238095238095255,0
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2020,77,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2021,78,NA,NA,NA,NA,NA
ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,2022,66,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2000,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2001,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2002,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2005,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2007,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2008,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2009,NA,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2010,21,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2011,32,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2012,29,34.48275862068965,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2013,21,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2014,22,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2015,21,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2016,21,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2017,15,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2018,27,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2019,22,0,0,0,0,0
BAHIA,EUCLIDES DA CUNHA,2020,18,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2021,16,NA,NA,NA,NA,NA
BAHIA,EUCLIDES DA CUNHA,2022,16,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2000,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2001,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2002,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2005,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2007,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2008,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2009,NA,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2010,29,34.48275862068965,0,0,0,0
BAHIA,IBOTIRAMA,2011,27,0,0,0,0,0
BAHIA,IBOTIRAMA,2012,33,0,0,0,0,0
BAHIA,IBOTIRAMA,2013,24,0,0,0,0,0
BAHIA,IBOTIRAMA,2014,27,0,0,0,0,0
BAHIA,IBOTIRAMA,2015,13,0,0,0,0,0
BAHIA,IBOTIRAMA,2016,12,0,0,0,0,0
BAHIA,IBOTIRAMA,2017,18,0,0,0,0,0
BAHIA,IBOTIRAMA,2018,14,0,0,0,0,0
BAHIA,IBOTIRAMA,2019,8,0,0,0,0,0
BAHIA,IBOTIRAMA,2020,5,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2021,7,NA,NA,NA,NA,NA
BAHIA,IBOTIRAMA,2022,6,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2000,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2001,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2002,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2005,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2007,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2008,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2009,NA,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2010,175,17.142857142857142,0,0,0,0
BAHIA,ILHÉUS,2011,186,0,0,0,0,0
BAHIA,ILHÉUS,2012,160,18.75,0,0,0,0
BAHIA,ILHÉUS,2013,129,0,0,0,0,0
BAHIA,ILHÉUS,2014,149,0,0,0,0,0
BAHIA,ILHÉUS,2015,133,0,0,0,0,0
BAHIA,ILHÉUS,2016,144,0,0,0,0,0
BAHIA,ILHÉUS,2017,125,8,0,0,0,0
BAHIA,ILHÉUS,2018,131,0,0,0,0,0
BAHIA,ILHÉUS,2019,141,14.184397163120568,0,0,0,0
BAHIA,ILHÉUS,2020,126,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2021,111,NA,NA,NA,NA,NA
BAHIA,ILHÉUS,2022,64,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2000,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2001,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2002,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2005,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2007,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2008,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2009,NA,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2010,52,19.230769230769234,0,0,0,0
BAHIA,ITAMARAJU,2011,30,0,0,0,0,0
BAHIA,ITAMARAJU,2012,18,0,0,0,0,0
BAHIA,ITAMARAJU,2013,15,0,0,0,0,0
BAHIA,ITAMARAJU,2014,41,0,0,0,0,0
BAHIA,ITAMARAJU,2015,39,0,0,0,0,0
BAHIA,ITAMARAJU,2016,40,0,0,0,0,0
BAHIA,ITAMARAJU,2017,36,0,0,0,0,0
BAHIA,ITAMARAJU,2018,42,23.809523809523807,0,0,0,0
BAHIA,ITAMARAJU,2019,50,20,20,0,0,0
BAHIA,ITAMARAJU,2020,33,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2021,29,NA,NA,NA,NA,NA
BAHIA,ITAMARAJU,2022,43,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2000,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2001,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2002,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2005,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2007,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2008,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2009,NA,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2010,38,26.31578947368421,26.31578947368421,0,0,0
BAHIA,JUAZEIRO,2011,58,0,0,0,0,0
BAHIA,JUAZEIRO,2012,39,102.56410256410255,25.64102564102564,0,0,0
BAHIA,JUAZEIRO,2013,49,0,0,0,0,0
BAHIA,JUAZEIRO,2014,41,0,0,0,0,0
BAHIA,JUAZEIRO,2015,32,0,0,0,0,0
BAHIA,JUAZEIRO,2016,18,0,0,0,0,0
BAHIA,JUAZEIRO,2017,32,0,0,0,0,0
BAHIA,JUAZEIRO,2018,40,0,0,0,0,0
BAHIA,JUAZEIRO,2019,30,33.333333333333336,0,0,0,0
BAHIA,JUAZEIRO,2020,37,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2021,20,NA,NA,NA,NA,NA
BAHIA,JUAZEIRO,2022,25,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2000,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2001,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2002,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2005,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2007,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2008,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2009,NA,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2010,90,11.11111111111111,0,0,0,0
BAHIA,PAU BRASIL,2011,85,11.76470588235294,0,0,0,0
BAHIA,PAU BRASIL,2012,86,11.627906976744184,0,0,0,0
BAHIA,PAU BRASIL,2013,67,0,0,0,0,0
BAHIA,PAU BRASIL,2014,89,0,0,0,0,0
BAHIA,PAU BRASIL,2015,71,0,0,0,0,0
BAHIA,PAU BRASIL,2016,79,0,0,0,0,0
BAHIA,PAU BRASIL,2017,86,11.627906976744184,0,0,0,0
BAHIA,PAU BRASIL,2018,90,0,0,0,0,0
BAHIA,PAU BRASIL,2019,85,35.294117647058826,0,0,0,0
BAHIA,PAU BRASIL,2020,62,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2021,54,NA,NA,NA,NA,NA
BAHIA,PAU BRASIL,2022,54,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2000,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2001,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2002,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2005,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2007,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2008,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2009,NA,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2010,118,8.474576271186441,0,0,0,0
BAHIA,PAULO AFONSO,2011,119,16.80672268907563,0,0,0,0
BAHIA,PAULO AFONSO,2012,107,9.345794392523365,0,0,0,0
BAHIA,PAULO AFONSO,2013,72,0,0,0,0,0
BAHIA,PAULO AFONSO,2014,106,9.433962264150942,0,0,0,0
BAHIA,PAULO AFONSO,2015,93,0,0,0,0,0
BAHIA,PAULO AFONSO,2016,89,0,0,0,0,0
BAHIA,PAULO AFONSO,2017,86,0,0,0,0,0
BAHIA,PAULO AFONSO,2018,78,0,0,0,0,0
BAHIA,PAULO AFONSO,2019,81,12.34567901234568,0,0,0,0
BAHIA,PAULO AFONSO,2020,86,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2021,70,NA,NA,NA,NA,NA
BAHIA,PAULO AFONSO,2022,65,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2000,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2001,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2002,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2005,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2007,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2008,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2009,NA,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2010,251,15.93625498007968,3.98406374501992,3.98406374501992,0,0
BAHIA,PORTO SEGURO,2011,202,9.9009900990099,0,0,0,0
BAHIA,PORTO SEGURO,2012,153,0,0,0,0,0
BAHIA,PORTO SEGURO,2013,50,0,0,0,0,0
BAHIA,PORTO SEGURO,2014,19,0,0,0,0,0
BAHIA,PORTO SEGURO,2015,38,0,0,0,0,0
BAHIA,PORTO SEGURO,2016,51,0,0,0,0,0
BAHIA,PORTO SEGURO,2017,92,0,0,0,0,0
BAHIA,PORTO SEGURO,2018,98,0,0,0,0,0
BAHIA,PORTO SEGURO,2019,125,24,0,0,0,0
BAHIA,PORTO SEGURO,2020,97,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2021,102,NA,NA,NA,NA,NA
BAHIA,PORTO SEGURO,2022,94,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2000,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2001,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2002,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2005,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2007,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2008,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2009,NA,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2010,71,14.084507042253522,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2011,93,10.752688172043012,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2012,86,23.25581395348837,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2013,75,0,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2014,74,0,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2015,70,0,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2016,65,15.384615384615383,0,15.384615384615383,0,0
BAHIA,RIBEIRA DO POMBAL,2017,87,22.988505747126435,0,0,11.494252873563218,0
BAHIA,RIBEIRA DO POMBAL,2018,78,25.64102564102564,12.82051282051282,0,0,0
BAHIA,RIBEIRA DO POMBAL,2019,67,14.92537313432836,0,0,0,0
BAHIA,RIBEIRA DO POMBAL,2020,62,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2021,48,NA,NA,NA,NA,NA
BAHIA,RIBEIRA DO POMBAL,2022,39,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2000,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2001,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2002,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2005,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2007,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2008,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2009,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2010,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2011,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2012,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2013,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2014,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2015,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2016,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2017,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2018,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2019,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2020,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2021,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2022,NA,NA,NA,NA,NA,NA
CEARÁ,ANACÉ,2023,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2000,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2001,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2002,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2005,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2007,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2008,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2009,NA,NA,NA,NA,NA,NA
CEARÁ,AQUIRAZ,2010,3,0,0,0,0,0
CEARÁ,AQUIRAZ,2011,6,0,0,0,0,0
CEARÁ,AQUIRAZ,2012,4,0,0,0,0,0
CEARÁ,AQUIRAZ,2013,8,0,0,0,0,0
CEARÁ,AQUIRAZ,2014,19,0,0,0,0,0
CEARÁ,AQUIRAZ,2015,9,0,0,0,0,0
CEARÁ,AQUIRAZ,2016,8,0,0,0,0,0
CEARÁ,AQUIRAZ,2017,5,0,0,0,0,0
