dsei,polo_base,year,birth_total_live_births,child_mort_imr,child_mort_congenital_Q_per1k,child_mort_circulatory_I_per1k,child_mort_endocrine_E_per1k,child_mort_external_VWXY_per1k
ALAGOAS E SERGIPE,ACONÃ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2010,3,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2011,1,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2012,2,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2013,2,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2014,4,250,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2015,1,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2016,3,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2017,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2018,1,0,0,0,0,0
ALAGOAS E SERGIPE,ACONÃ,2019,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2020,5,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2021,2,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,ACONÃ,2022,1,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2010,51,39.21568627450981,0,0,19.607843137254903,0
ALAGOAS E SERGIPE,JERIPANKÓ,2011,50,20,20,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2012,32,31.25,0,0,31.25,0
ALAGOAS E SERGIPE,JERIPANKÓ,2013,39,51.28205128205128,25.64102564102564,0,25.64102564102564,0
ALAGOAS E SERGIPE,JERIPANKÓ,2014,36,27.777777777777775,0,27.777777777777775,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2015,32,62.5,0,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2016,36,0,0,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2017,46,0,0,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2018,49,40.81632653061224,0,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2019,42,23.809523809523807,23.809523809523807,0,0,0
ALAGOAS E SERGIPE,JERIPANKÓ,2020,37,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2021,38,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,JERIPANKÓ,2022,34,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2010,13,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2011,8,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2012,9,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2013,8,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2014,16,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2015,10,100,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2016,12,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2017,12,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2018,11,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2019,16,0,0,0,0,0
ALAGOAS E SERGIPE,KALANKÓ,2020,11,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2021,9,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KALANKÓ,2022,13,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2010,6,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2011,10,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2012,10,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2013,11,90.9090909090909,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2014,12,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2015,13,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2016,10,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2017,6,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2018,7,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2019,7,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2020,6,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2021,3,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ PLAKI-Ô,2022,9,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2010,30,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2011,13,76.92307692307693,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2012,16,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2013,26,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2014,28,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2015,25,40,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2016,17,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2017,16,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2018,21,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2019,15,0,0,0,0,0
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2020,16,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2021,23,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARAPOTÓ TERRA NOVA,2022,14,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2010,42,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2011,52,19.230769230769234,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2012,58,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2013,52,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2014,66,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2015,59,16.949152542372882,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2016,58,17.241379310344826,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2017,58,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2018,50,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2019,62,0,0,0,0,0
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2020,50,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2021,61,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARIRI-XOKÓ,2022,50,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2010,27,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2011,23,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2012,24,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2013,19,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2014,37,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2015,16,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2016,16,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2017,22,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2018,19,52.63157894736842,52.63157894736842,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2019,24,0,0,0,0,0
ALAGOAS E SERGIPE,KARUAZU,2020,11,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2021,12,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU,2022,12,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU-KATOKINN,2010,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU-KATOKINN,2011,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KARUAZU-KATOKINN,2012,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2010,24,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2011,32,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2012,30,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2013,24,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2014,62,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2015,60,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2016,35,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2017,24,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2018,15,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2019,30,0,0,0,0,0
ALAGOAS E SERGIPE,KATOKINN,2020,20,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2021,22,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KATOKINN,2022,7,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2010,24,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2011,25,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2012,18,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2013,39,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2014,43,46.51162790697674,23.25581395348837,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2015,25,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2016,18,55.55555555555555,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2017,22,45.45454545454545,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2018,26,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2019,16,0,0,0,0,0
ALAGOAS E SERGIPE,KOIUPANKÁ,2020,18,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2021,15,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,KOIUPANKÁ,2022,16,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2010,9,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2011,6,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2012,7,142.85714285714286,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2013,10,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2014,6,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2015,11,90.9090909090909,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2016,8,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2017,12,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2018,4,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2019,9,0,0,0,0,0
ALAGOAS E SERGIPE,TINGUI BOTÓ,2020,4,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2021,10,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2022,4,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,TINGUI BOTÓ,2023,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2010,71,28.169014084507044,14.084507042253522,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2011,70,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2012,76,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2013,51,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2014,54,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2015,77,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2016,52,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2017,65,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2018,47,0,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2019,59,16.949152542372882,0,0,0,0
ALAGOAS E SERGIPE,WASSU COCAL,2020,34,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2021,38,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,WASSU COCAL,2022,48,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2010,9,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2011,8,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2012,7,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2013,9,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2014,9,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2015,8,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2016,4,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2017,9,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2018,6,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2019,14,0,0,0,0,0
ALAGOAS E SERGIPE,XOKÓ,2020,6,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2021,7,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XOKÓ,2022,10,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2000,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2001,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2002,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2005,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2007,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2008,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2009,NA,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2010,65,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2011,44,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2012,44,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2013,33,30.303030303030305,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2014,55,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2015,35,28.57142857142857,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2016,44,45.45454545454545,22.727272727272727,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2017,57,35.08771929824561,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2018,42,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2019,42,0,0,0,0,0
ALAGOAS E SERGIPE,XUCURU-KARIRI,2020,33,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2021,42,NA,NA,NA,NA,NA
ALAGOAS E SERGIPE,XUCURU-KARIRI,2022,28,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2000,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2001,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2002,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2005,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2007,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2008,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2009,NA,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2010,141,85.1063829787234,7.092198581560283,0,0,0
ALTAMIRA,ALTAMIRA,2011,180,66.66666666666667,11.11111111111111,0,0,0
ALTAMIRA,ALTAMIRA,2012,180,50,0,0,0,0
ALTAMIRA,ALTAMIRA,2013,183,32.786885245901644,0,0,0,0
ALTAMIRA,ALTAMIRA,2014,189,63.49206349206349,0,0,5.291005291005291,0
ALTAMIRA,ALTAMIRA,2015,198,40.40404040404041,0,0,0,0
ALTAMIRA,ALTAMIRA,2016,193,51.81347150259067,5.181347150259067,0,0,0
ALTAMIRA,ALTAMIRA,2017,175,34.285714285714285,0,0,0,0
ALTAMIRA,ALTAMIRA,2018,177,5.649717514124294,0,0,0,0
ALTAMIRA,ALTAMIRA,2019,136,29.41176470588235,0,0,0,7.352941176470588
ALTAMIRA,ALTAMIRA,2020,178,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2021,147,NA,NA,NA,NA,NA
ALTAMIRA,ALTAMIRA,2022,132,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2000,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2001,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2002,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2005,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2007,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2008,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2009,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2010,34,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2011,35,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2012,34,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2013,26,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2014,23,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2015,24,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2016,33,0,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2017,43,46.51162790697674,0,0,0,23.25581395348837
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2018,36,83.33333333333333,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2019,21,47.61904761904761,0,0,0,0
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2020,42,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2021,44,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,CRUZEIRO DO SUL,2022,19,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2000,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2001,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2002,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2005,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2007,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2008,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2009,NA,NA,NA,NA,NA,NA
ALTO RIO JURUÁ,FEIJÓ,2010,180,38.88888888888889,0,0,0,0
ALTO RIO JURUÁ,FEIJÓ,2011,131,30.534351145038165,0,30.534351145038165,0,0
