seqid,year,polo,dsei_gesta,codsei,copobase,area_km2,n_malaria,malaria_n_falciparum_mix,malaria_n_not_f,malaria_n_active,malaria_n_passive,population_polobase,malaria_api_by_polobase,goldmine_area,gold_mining_area_garimpo,pp3_delta_in,pp3_gamma_mlp,mean_temp,annual_total_precip,forest,pasture,soy,all_ag,percent_forest,percent_soy,percent_all_ag,percent_pasture,n_birth,n_infantdeath,infant_mortality_rate,goldprice_2yr,e1n1ac_2yrgp,q1i_2yrgp,q2a_2yrgp,q2tl_2yrgp,mp12_gamma_mu_2yrgp,mp1_delta_r_2yrgp,pp3_gamma_spr_2yrgp,pp3_mu_delta_ur_2yrgp,pp3ruc_2yrgp,qa_2yrgp,mp1_gamma_2ir_2yrgp,pp34cb2_2yrgp,mp1co_2yrgp,mp1sf_2yrgp,mp2_delta_mu_sc_2yrgp,mp2_gamma_as_2yrgp,mp3_delta_nm_2yrgp,mp3_gamma_frp_2yrgp,mp3_gamma_fsl_2yrgp,mp3maf_2yrgp,mp3mcals_2yrgp,mp3mpg_2yrgp,mp3mxt_2yrgp,mp3rbgcs_2yrgp,mp3rbm_2yrgp,n1dl_2yrgp,n2q1gpa_2yrgp,np3fcb_2yrgp,nqi_2yrgp,sdpbarf_2yrgp,sdpbfcc_2yrgp,a3ca_2yrgp,a3xi_2yrgp,a4pp1nv_2yrgp,a4aq_2yrgp,a4is_2yrgp,a4pa_2yrgp,a4pp_2yrgp,a4rp_2yrgp,a4ss_2yrgp,a4ua_2yrgp,appsu1_2yrgp,d2e_2yrgp,d2ml_2yrgp,d3c1c_2yrgp,j_delta_pe_2yrgp,o3d1t_2yrgp,pp1_gamma_ba_2yrgp,pp1tp_2yrgp,pp2_gamma_ar_2yrgp,pp2_gamma_bb_2yrgp,pp2_gamma_bj_2yrgp,pp2_gamma_bn_2yrgp,pp2_gamma_cn_2yrgp,pp2_gamma_ft_2yrgp,pp2_gamma_jj_2yrgp,pp2_gamma_oc_2yrgp,pp2_gamma_pq_2yrgp,pp2_gamma_tp_2yrgp,pp34_delta_mi_2yrgp,pp3_alfa_i_2yrgp,pp3_alfa_sa_2yrgp,pp3_alfa_so_2yrgp,pp3_gamma_1i_2yrgp,pp3_gamma_2i_2yrgp,pp3_gamma_vgsj_2yrgp,pp3bu_2yrgp,pp3t_2yrgp,pp4ssi_2yrgp,mp1_gamma_au_2yrgp,mp1_gamma_su_2yrgp,pp23ur_2yrgp,pp3_gamma_3ppe_2yrgp,pp3pa1_2yrgp,pp3pa4_2yrgp,pp4_gamma_mr_2yrgp,pp4_mu_delta_se_2yrgp,n12s_2yrgp,pp3pa3_2yrgp,pp4_gamma_mm_2yrgp,j3k1c_2yrgp,k12it_2yrgp,k1c_2yrgp,k1g_2yrgp,nd_2yrgp,qfl_2yrgp,t3j1_beta_m_2yrgp,nbv_2yrgp,pp3ca1_2yrgp,a3_gamma_iaf_2yrgp,a3tu_2yrgp,a4bm_2yrgp,a4gu_2yrgp,a4jg_2yrgp,appi_2yrgp,edlg_2yrgp,pp23_gamma_g_2yrgp,pp2_gamma_cp_2yrgp,pp2_gamma_i_2yrgp,pp2_gamma_ic_2yrgp,pp2_gamma_iu_2yrgp,pp2_gamma_p1_2yrgp,pp2_gamma_p3_2yrgp,pp2_gamma_p5_2yrgp,pp2_gamma_p8_2yrgp,pp2_gamma_p9_2yrgp,pp2ar_2yrgp,pp2vn_2yrgp,pp2vnbs_2yrgp,pp2vnco_2yrgp,pp2vnj_2yrgp,pp2vnsm_2yrgp,pp2vnt_2yrgp,pp2vnx_2yrgp,pp4_gamma_f_2yrgp,pp4_gamma_u_2yrgp,pp4_lambda_mp_2yrgp,pp3pa2_2yrgp,pp34_gamma_sa_2yrgp,pp3_alfa_ci_2yrgp,pp3_alfa_su_2yrgp,pp3_gamma_3ars_2yrgp,pp3_gamma_3pp_2yrgp,pp3ca2_2yrgp,pp3te_2yrgp,mp1_gamma_ar_2yrgp,mp1_gamma_p_2yrgp,mp1il_2yrgp,mp23b_2yrgp,mp23bpa_2yrgp,mp2_beta_a_2yrgp,mp2_lambda_ac_2yrgp,mp2_lambda_ag_2yrgp,mp2d_2yrgp,np1_gamma_ro_2yrgp,pp34_alfa_c_2yrgp,pp4_gamma_jsp_2yrgp,pp4_gamma_sr_2yrgp,pp4_gamma_v_2yrgp,pp4r_2yrgp,pp4zt_2yrgp,sdat_2yrgp,mp12qr_2yrgp,pp3_gamma_1tr_2yrgp,pp4_delta_av_2yrgp,k2sn_2yrgp,k2ut_2yrgp,qd_2yrgp,mp3_mu_ta_2yrgp,j2pb_2yrgp,k1_beta_s_2yrgp,ts_2yrgp,qab_2yrgp,a4an_2yrgp,appsu2_2yrgp,c2ma_2yrgp,c2no_2yrgp,d1j_2yrgp,d3c1o_2yrgp,d3b_2yrgp,d3c_2yrgp,elm_2yrgp,n1q1li_2yrgp,np3_mu_lambda_m_2yrgp,pp2_delta_di_2yrgp,pp2_gamma_au_2yrgp,pp2_gamma_ca_2yrgp,pp2_gamma_ch_2yrgp,pp2_gamma_cm_2yrgp,pp2_gamma_cr_2yrgp,pp2_gamma_pa_2yrgp,pp2_gamma_pr_2yrgp,pp2cu_2yrgp,pp2f12_2yrgp,pp2ip_2yrgp,pp2ipfd_2yrgp,pp2tm_2yrgp,pp3_alfa_ir_2yrgp,pp3_gamma_ma_2yrgp,q12t_2yrgp,jra_2yrgp,mp1_gamma_pi_2yrgp,mp1pl_2yrgp,mp1rn_2yrgp,mp2co_g_2yrgp,mp3f_2yrgp,np1_gamma_s_2yrgp,pp4mp1rg_2yrgp,q2pa_2yrgp,pp4mp1tu1_2yrgp,q2a1_2yrgp,jk_beta_a_2yrgp,mp2_delta_ca_2yrgp,mp2_gamma_ie_2yrgp,mp2_mu_c_2yrgp,mp3_gamma_rp_2yrgp,np3pb_2yrgp,np3pr_2yrgp,pp4ja_2yrgp,mp1_gamma_2ri_2yrgp,mp1_gamma_ru_2yrgp,pp34cb1_2yrgp,c2p1a_2yrgp,dpg_2yrgp,ench_2yrgp,np3di_2yrgp,np3ra_2yrgp,pp3ra_2yrgp,pp3rs_2yrgp,pp3ru_2yrgp,pp4_delta_av1_2yrgp,pp4_delta_av3_2yrgp,pp4mp1_gamma_ti_2yrgp,pp4ct1_2yrgp,enb_2yrgp,np1g_2yrgp,np1gvc_2yrgp,np2_lambda_bn_2yrgp,np3_gamma_np_2yrgp,pp2_gamma_jo_2yrgp,pp2_gamma_o_2yrgp,pp2_gamma_t_2yrgp,pp2iv_2yrgp,pp2p_2yrgp,pp4_delta_av4_2yrgp,dc_2yrgp,mp3_delta_cs_2yrgp,pp3_alfa_bj_2yrgp,pp3_delta_in_2yrgp,pp3_gamma_cz_2yrgp,pp3_gamma_ml_2yrgp,pp3_gamma_mlp_2yrgp,pp3_gamma_p_2yrgp,pp3_gamma_pgc_2yrgp,pp3cc_2yrgp,pp3sc_2yrgp,mp1_gamma_in_2yrgp,pp34tc_2yrgp,mp3pc_2yrgp,pp3ja_2yrgp,c1ja_2yrgp,mp1_gamma_sh_2yrgp,mp1ra_2yrgp,mp2_delta_va_2yrgp,mp2_gamma_lj_2yrgp,mp2_gamma_sr_2yrgp,mp3mc_2yrgp,mp3vp_2yrgp,pp4ag_2yrgp,pp4aj_2yrgp,pp4sb_2yrgp,q1p1_2yrgp,a3s_2yrgp,n1r_2yrgp,pp23go_2yrgp,qag2_2yrgp,d1f_2yrgp,endl_2yrgp,mpa1_2yrgp,mpa2_2yrgp,mpa3_2yrgp,mpa4_2yrgp,mpa5_2yrgp,mpmd_2yrgp,mppm_2yrgp,np3bo_2yrgp,np3bod_2yrgp,np3ce_2yrgp,np3t_2yrgp,npcz_2yrgp,npczba_2yrgp,npczcp_2yrgp,npu_2yrgp,npug_2yrgp,pp3ap_2yrgp,pp4at_2yrgp,q1p2_2yrgp,q1pc_2yrgp,q2x_2yrgp,sc_2yrgp,q1t_2yrgp,mp12sn_2yrgp,c_cortado_3_alfa_m_2yrgp,j3k1sgb_2yrgp,k2b_2yrgp,mp1_delta_rb_2yrgp,mp1_gamma_rb_2yrgp,np3arn_2yrgp,np3pu_2yrgp,npcu2_2yrgp,npcu3_2yrgp,npcu4_2yrgp,npcu5_2yrgp,npcu6_2yrgp,npcu7_2yrgp,npcu8_2yrgp,npcui_2yrgp,npcujb_2yrgp,o3s1rv_2yrgp,jk_lambda_sl_2yrgp,np12x_2yrgp,np1_gamma_1gn_2yrgp,np2pq_2yrgp,np3_gamma_2la_2yrgp,np3mca_2yrgp,np3por_2yrgp,npct_2yrgp,npmcp_2yrgp,pp1_mu_2yrgp,pp2_gamma_rm_2yrgp,pp3_gamma_se_2yrgp,q1di_2yrgp,qag1_2yrgp,sdab_2yrgp,a3cc_2yrgp,a3u_2yrgp,mp2cp1_2yrgp,mp2cp2_2yrgp,mp2cp3_2yrgp,mp2cp4_2yrgp,mp2vsj3_2yrgp,mppa2_2yrgp,mppa3_2yrgp,mppa4_2yrgp,np1aito_2yrgp,np1aitp_2yrgp,np1aitpqt_2yrgp,np2_mu_1b_2yrgp,np2_mu_cmi_2yrgp,np2_mu_cms_2yrgp,np2_mu_cu_2yrgp,np3_gamma_2angr_2yrgp,np3mu_2yrgp,npab_2yrgp,pp2_gamma_1j_2yrgp,pp4a_2yrgp,pp4sma_2yrgp,pp4smb_2yrgp,pp4smbc_2yrgp,pp4t_2yrgp,ppmp_gamma_t_2yrgp,ppmp_gamma_tf_2yrgp,ppmp_gamma_tsd_2yrgp,ppmp_gamma_tsm_2yrgp,pp_gamma_rm_2yrgp,mp2_gamma_ac_2yrgp,mp2_gamma_l_2yrgp,mp2nm_2yrgp,mp3_beta_nf_2yrgp,q1rm_2yrgp,mp2_gamma_t_2yrgp,a2gf_2yrgp,cpsf_2yrgp,k2u_2yrgp,mp12_beta_2yrgp,mp12ca_2yrgp,mp12nf_2yrgp,mp3np1mcc_2yrgp,np12be_2yrgp,np12so_2yrgp,np1rp_2yrgp,np23sn_2yrgp,np2bc_2yrgp,np2bd_2yrgp,np2bm_2yrgp,np2n_2yrgp,np3c_cortado_btm_2yrgp,np3bpa_2yrgp,pp2_gamma_abm_2yrgp,pp4ev_2yrgp,q1rd_2yrgp,c2pi_2yrgp,d23p_2yrgp,d3c1l_2yrgp,nqc_2yrgp,p12pf_2yrgp,c2i_2yrgp,pp3_alfa_ar_2yrgp,pp3_delta_inc_2yrgp,pp3_delta_inij_2yrgp,pp3_delta_inj_2yrgp,pp3_delta_inr_2yrgp,pp3np_2yrgp,pp4_gamma_po_2yrgp,pp3_gamma_2cx_2yrgp,pp3mu_2yrgp,pp3rup_2yrgp,pp3ruv_2yrgp,pp3cd_2yrgp,q2b4t_2yrgp,sdatjb_2yrgp,mp2_gamma_lc_2yrgp,mp2_mu_si_2yrgp,mp3_beta_se_2yrgp,pp3_gamma_ab_2yrgp,pp3_gamma_abi_2yrgp,pp3an_2yrgp,pp3u_2yrgp,pp3ur_2yrgp,mp23bpac_2yrgp,mp3np1_gamma_cm_2yrgp,mp3_gamma_sc_2yrgp,mp3mqt_2yrgp,mp3tb_2yrgp,pp4mp1qc_2yrgp,sdpbar_2yrgp,mp1_gamma_fo_2yrgp,mp2d1_2yrgp,mp2d2_2yrgp,mp2d7_2yrgp,pp4_gamma_ju_2yrgp,pp4_gamma_nc2_2yrgp,mp1_gamma_rv_2yrgp,mp23biv_2yrgp,pp34mv_2yrgp,pp4_delta_g_2yrgp,mp1_delta_su_2yrgp,pp4_delta_qi_2yrgp,pp2_gamma_c1_2yrgp,pp2oy3_2yrgp,pp2vnv_2yrgp,pp2vnvs_2yrgp,qfm_2yrgp,k2er_2yrgp,k2d_2yrgp,k2mo_2yrgp,k2ra_2yrgp,t_lambda_sr_2yrgp,enfp_2yrgp,pp2_gamma_a_2yrgp,pp2_gamma_c2_2yrgp,pp2_gamma_mf_2yrgp,pp2_gamma_p2_2yrgp,pp2_gamma_p4_2yrgp,pp2_gamma_p6_2yrgp,pp2cm1_2yrgp,pp2cm2_2yrgp,pp2oy1_2yrgp,pp2oy2_2yrgp,pp2sl1_2yrgp,j3k1_beta_ap_2yrgp,k2st_2yrgp,a3_gamma_ch_2yrgp,a3_gamma_rm_2yrgp,a3sa_2yrgp,a4_delta_pi_2yrgp,a4_gamma_2cr_2yrgp,a4_gamma_2e_2yrgp,a4_gamma_2ge_2yrgp,a4_gamma_2pl_2yrgp,a4_gamma_2pq_2yrgp,a4_mu_ca_2yrgp,a4ib_2yrgp,j_delta_c_2yrgp,pp23ac_2yrgp,pp2bt_2yrgp,pp3_gamma_ci_2yrgp,pp3_gamma_po_2yrgp,pp3_gamma_rb_2yrgp,pp3_gamma_s_2yrgp,pp3_gamma_sc_2yrgp,ssg_2yrgp,mp12da_2yrgp,cpii_2yrgp,pp34_gamma_tp_2yrgp,pzi_2yrgp,sdats_2yrgp,pp3_lambda_er_2yrgp,pp3cs_2yrgp,a3_gamma_mo_2yrgp,a3_gamma_ms_2yrgp,a3av_2yrgp,a3gr_2yrgp,a3tm_2yrgp,pp12mu_2yrgp,pp12to_2yrgp,pp2_gamma_dz_2yrgp,pp3_gamma_j_2yrgp,pp3_gamma_jo_2yrgp,pp3_gamma_sg_2yrgp,pp3_gamma_vg_2yrgp,pp3cq_2yrgp,pp3rn_2yrgp,mp1_gamma_to_2yrgp,pp3_delta_fs_2yrgp,pp3_gamma_m1_2yrgp,pp3_gamma_m2_2yrgp,pp3_gamma_m3_2yrgp,pp3_gamma_m4_2yrgp,pp3_gamma_n_2yrgp,mp1_gamma_rc_2yrgp,mp2_gamma_sa_2yrgp,pp4jaaf_2yrgp,q1jp_2yrgp,q2la_2yrgp,a3_delta_g_2yrgp,a3_gamma_gt_2yrgp,a3_gamma_xg_2yrgp,a3_mu_sa_2yrgp,a3ba_2yrgp,a3ls_2yrgp,a3mp_2yrgp,pp2ff_2yrgp,pp3_gamma_2rd_2yrgp,pp3_gamma_jb_2yrgp,pp3_gamma_jgr_2yrgp,pp3_gamma_jmj_2yrgp,pp3_gamma_jmu_2yrgp,pp3_gamma_jre_2yrgp,j1_beta_t_2yrgp,c_cortado_3_gamma_v_2yrgp,k2_beta_pg_2yrgp,k2_gamma_4pm_2yrgp,k2m_2yrgp,p1p_2yrgp,c1po_2yrgp,d23c_2yrgp,k2rb_2yrgp,np2_mu_q_2yrgp,p3m_2yrgp,pp3_gamma_sca_2yrgp,np3c_cortado_pi_2yrgp,pp2_gamma_c_2yrgp,c1f_2yrgp,mp23b1_2yrgp,mp23b2_2yrgp,mp23bit_2yrgp,pij_2yrgp,sdatn_2yrgp,a4_mu_lg_2yrgp,a4sf_2yrgp,pp3_gamma_an_2yrgp,pp3_gamma_vgbj_2yrgp,pp3_gamma_vgmo_2yrgp,mp1_gamma_sc_2yrgp,np3_gamma_2mt_2yrgp,pp3_gamma_vgvg_2yrgp,a4ar_2yrgp,c_cortado_tu_2yrgp,pp4ct2_2yrgp,mp1cofm_2yrgp,mp1comt_2yrgp,mp1t_2yrgp,mp2_gamma_ae_2yrgp,mp2_gamma_c_2yrgp,pzco_2yrgp
1,2003,abacaxis,manaus,NA,NA,6505.80688767142,0,0,0,0,0,587,0,0,0,0,0,26.0023125348285,2062.96926082567,5810.43921822778,53.4448904587917,0,53.4448904587917,89.3115845359418,0,0.82149518701624,0.82149518701624,NA,NA,NA,337.4732121,1429632.77933456,429676.001858598,306087.323914196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2003,abaquadi,médio rio purus,21,1698,27946.2800366715,14,1,13,1,13,751,18.641810918775,0,0,0,0,25.4989138926524,2408.90667696104,26730.3215627441,5.87666146479971,0,5.87666146479971,95.6489433572849,0,0.0210284211604846,0.0210284211604846,NA,NA,NA,337.4732121,0,8224578.72911288,1179062.34481539,27479.816293584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2003,ajarani,yanomami,33,1763,3263.08558392501,60,11,49,42,18,57,1052.63157894737,0,0,0,0,25.4748225308924,1854.12621106417,3176.31446163258,35.8886710567433,0,35.8886710567433,97.3408260353364,0,1.09983848519151,1.09983848519151,NA,NA,NA,337.4732121,0,172416.968576878,0,0,12090.2946441631,244.678394498658,20155.4787568965,15547.5773772099,856648.372807794,24100.6028069005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2003,alta floresta,porto velho,24,1734,12659.9615649417,3,2,1,2,1,796,3.76884422110553,0,0,0,0,25.263885185145,1828.01171960703,8874.13200577105,1748.72198771617,0.00787696789550781,1748.92147895384,70.0960422371701,6.22195245625462e-5,13.8145875876669,13.8130118227118,NA,NA,NA,337.4732121,0,0,0,0,0,0,0,0,0,0,0,0,7292.07912844578,50848.5651802292,28337.7960724878,435527.781347329,2687.84104941182,25420.112093646,2730.28428847845,786.170496522145,961.476048015465,50674.7626669013,43669.6618811423,7777.42431626245,258111.566433925,63736.2691663718,640013.322699931,9972.02744704255,2049977.03770368,526807.365697847,61053.509332981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
