cd_mun,year,gold_mining_area,malaria_allpop_api,pop
130002,2003,0,88.8688055430035,13278
130006,2003,0,1.60493827160494,8100
130008,2003,0,15.4554911576757,6729
130010,2003,0,3.07360026582489,12038
130014,2003,0,27.3688068910746,16369
130020,2003,0,127.129750982962,10682
130030,2003,0,40.2634054562559,26575
130040,2003,0,77.7290103355515,28252
130050,2003,0,0.204015015505141,24508
130060,2003,0,4.1243783106223,24731
130063,2003,0,40.582811985512,12148
130068,2003,0,1.75453987191859,11399
130070,2003,0,111.062733572802,27561
130080,2003,0,44.3496934424699,32131
130083,2003,0,120.722635494155,9410
130090,2003,0,188.428307931269,10301
130100,2003,0,3.11854521890567,24691
130110,2003,0.158773184692383,202.431309782402,26241
130115,2003,0,16.5960451977401,16992
130120,2003,0,80.883322346737,75850
130130,2003,0,13.2245507385485,18753
130140,2003,0,78.293988717617,27831
130150,2003,0,2.31179012966127,19898
130160,2003,0,0.746887966804979,36150
130165,2003,0,48.7964511671878,13751
130170,2003,0,71.1816213771043,30949
130180,2003,0,1.65319617927994,16332
130185,2003,0,182.688877301792,36439
130190,2003,0.410661288574218,22.2653738667226,76217
130195,2003,0,2.43991704282054,8197
130200,2003,0,51.2659814489847,7978
130210,2003,0.19028706262207,13.4214941280963,10133
130220,2003,0,21.8192122414282,7058
130230,2003,0,27.6123007567219,24844
130240,2003,0,197.010182711057,27694
130250,2003,0,101.605635590531,78785
130255,2003,0,71.7448405253283,13325
130260,2003,0.0812385297851562,45.3790117814673,1527314
130270,2003,0,42.4476295479603,38094
130280,2003,0,46.6459826682358,18694
130290,2003,3.82073277996827,6.37594824777773,42974
130300,2003,0,1.81216021995876,16003
130310,2003,0,7.98668885191348,27045
130320,2003,0,268.90655105973,8304
130330,2003,6.89720916345216,26.9551810303578,18809
130340,2003,0,0.811517537795678,99813
130350,2003,0,14.0861534864691,17109
130353,2003,0,163.692935971608,20569
130356,2003,0,124.249642686994,20990
130360,2003,0,37.8420123565755,9064
130370,2003,0,0.854403341666403,31601
130380,2003,0.126908176696777,33.6724503807265,32044
130390,2003,0,3.53356890459364,26036
130395,2003,0,41.6718965733651,7967
130400,2003,0,37.8590078328982,8426
130406,2003,0,5.43928972144983,40998
130410,2003,0,51.5717349233747,19119
130420,2003,0,26.3119016664697,67688
130423,2003,0,0.116279069767442,17200
130426,2003,0,60.9517323571976,11747
130430,2003,0,7.20475124135917,20542
130440,2003,0,1.32100396301189,10598
140002,2003,0.0142789255371094,155.172413793103,5684
140005,2003,0,10.8162243365048,19970
140010,2003,0,1.30300822976378,221027
140015,2003,0,31.6923919992693,10949
140017,2003,0,132.373041741142,9511
140020,2003,0,37.7806968161631,15987
140023,2003,0,134.452327392282,5779
140028,2003,0.0160752139892578,130.129390018484,5410
140030,2003,0.00178615026855468,89.7335080821319,11445
140040,2003,0,3.65662545707818,5743
140045,2003,0,66.5173867228662,7592
140047,2003,0,158.040488922842,20944
140050,2003,0,64.8412245674082,5259
140060,2003,0,40.4006111016805,5891
140070,2003,0,57.764686630666,6111
150010,2003,0,0.13594018631802,125055
150013,2003,0,13.3416071982625,6446
150020,2003,0,0.405436372930952,56729
150030,2003,0,28.2754154975178,32431
150034,2003,0.448393155517578,0.373426939019381,26779
150040,2003,0,48.0520115363934,40914
150050,2003,6.41234850543212,20.8699730331809,34116
150060,2003,22.7890282540891,52.942704146622,80861
150070,2003,0,303.843401819483,19566
150080,2003,0,1.72944284946298,437135
150085,2003,0,313.204311611955,8164
150090,2003,0,55.1139218062,33839
150095,2003,0,6.68242567506137,21998
150100,2003,0,1.5341043190937,16948
150110,2003,0,18.4399238987268,13666
150120,2003,0,59.4160992444735,21442
150125,2003,0.328079251220703,6.11280911364268,3599
150130,2003,0,0.189493324004431,68604
150140,2003,0,0.59827060308359,1342202
150145,2003,0,0.378024193548387,15872
150150,2003,0,0.125599738752543,39809
150157,2003,0,27.329650092081,13575
150160,2003,0,0.29385836027035,10209
150170,2003,0,10.9766681982948,97935
150172,2003,0,26.450556992767,18941
150175,2003,0,5.39221979714983,7789
150178,2003,0,50.4973821989529,38200
150180,2003,0,19.7148666311662,82628
150190,2003,0,0.733960797858561,23162
150195,2003,0.705849364196779,92.4384027187765,17655
150200,2003,0,12.4358587383037,16565
150210,2003,0,0.157705386624612,101455
150215,2003,0.557964283203124,2.22203933832606,12151
150220,2003,0,1.67930385222126,58953
150230,2003,0,2.2896729877297,51099
150240,2003,0,0.0553690694535765,144485
150250,2003,0,172.252668012691,17335
150260,2003,0,1.05829438222065,11339
150270,2003,0.226584533630371,0.913283711585004,43798
150275,2003,0,0.528285274047986,22715
150276,2003,21.2557886175535,25.852132389264,6073
150277,2003,15.6619249038086,8.47457627118644,17110
150280,2003,0,9.25667503953856,21498
150285,2003,0,1.04997900041999,9524
150290,2003,0,4.90986632261764,27903
150293,2003,0,0.407230605642406,44201
150295,2003,0.0453391280517578,2.58559454467964,35195
150300,2003,0,0,12123
150304,2003,1.16233548400879,0.135823429541596,14725
150307,2003,0,0.866960907944515,25376
150309,2003,0,58.463060937083704,26273
150310,2003,0,1.60032827246615,24370
150320,2003,0,5.06344019547234,33969
150330,2003,0,10.5867415368658,55919
150340,2003,0,0,7993
150345,2003,0.107187850341797,35.3764157228514,30020
150350,2003,0,0.461497890295359,30336
150360,2003,137.329581002075,78.5141277255304,95486
150370,2003,0,68.9452498842304,56146
150375,2003,39.9105963759768,216.742192714371,28467
150380,2003,0,9.26813678491531,43806
150390,2003,0,0.0297238652914425,33643
150400,2003,0,0.633651783973484,20516
150405,2003,0,0.537278889072574,24196
150410,2003,0,10.3779628443306,7805
150420,2003,2.45130742358398,15.262847927434,181683
150430,2003,0,36.4365287731498,28186
150440,2003,0,10.3270223752151,26145
150442,2003,0,1.08578900667819,85652
150445,2003,0,23.5605680105931,21901
150450,2003,0,9.44786339603016,23074
150460,2003,0,0.0944643869261288,21172
150470,2003,0,18.9403274071466,56810
150475,2003,0,NA,NA
150480,2003,0,5.33156666035712,63396
150490,2003,0,8.25070017409734,26422
150495,2003,0,34.1054489300684,22665
150497,2003,0,78.9147286821705,12900
150500,2003,0,22.8029294274301,12016
150503,2003,3.32010131060791,114.375384217168,30907
150506,2003,0,199.037162898096,45906
150510,2003,0,3.01387638920865,47779
150520,2003,0,5.52172147787251,24630
150530,2003,0,6.76608671637669,50694
150540,2003,0,0.805369127516778,14900
150543,2003,7.2114259387207,1.77538804910216,19714
150548,2003,0,236.169285929699,29843
150549,2003,0,10.2878138395591,8165
150550,2003,3.69696935449218,38.6132549307853,81630
150553,2003,7.53871034082042,20.3247040330108,81428
150555,2003,0.220534140808106,0.50761421319797,7880
150560,2003,0,29.2313244316131,8313
150563,2003,0,0.448196011055502,13387
150565,2003,0,10.5454291500803,14319
150570,2003,0,28.7558079504388,19370
150580,2003,0,33.2514131236176,40690
150590,2003,0,31.5781434953606,26189
150600,2003,0,48.64230640295,29830
150610,2003,0,3.21700136478846,10258
150611,2003,0,15.6468531468531,11440
150613,2003,0.0859104807739258,0.65737379170215,66933
150616,2003,1.51318029766846,0.475737392959087,14714
150618,2003,0,0.91648258683085,42554
150619,2003,0,0.304657450778781,26259
150620,2003,0,2.96437313026924,36770
150630,2003,0,17.3152113200521,16113
150635,2003,0,0.41037426132633,12184
150640,2003,0,0.740329446603739,5403
150650,2003,0,0.367361051084795,46276
150655,2003,0,1.83917441504036,19574
150658,2003,4.94519063604735,40.3205816739651,12103
150660,2003,0,9.47344217061393,21745
150670,2003,0.0326832822875976,187.893125521848,35930
150680,2003,0,0.686106346483705,268180
150690,2003,0,69.3328676213762,5726
150700,2003,0,0.483816343316077,20669
150710,2003,0,24.4336143308746,15184
150715,2003,0,3.03225213635946,21766
150720,2003,0,1.63176502583628,29416
150730,2003,6.01625474969484,15.4978999415174,37618
150740,2003,0,0.132855055134848,15054
150745,2003,0,1.56494522691706,27477
150746,2003,0,4.01505646173149,3985
150747,2003,0,16.2364929175298,17861
150750,2003,0,55.7496157607936,14314
150760,2003,0.0357450601196289,0.159221180966245,43964
150770,2003,0,5.61949532609283,18507
150775,2003,0,0.892591490627789,3361
150780,2003,0,177.926421404682,13455
150790,2003,0,0.337821533709763,20721
150795,2003,0,24.4310575635877,44820
150796,2003,0,0,9181
150797,2003,0,0.444162436548223,15760
150800,2003,0,2.11894623173937,49081
150803,2003,0,7.98208104255752,24555
150805,2003,0.0204687250366211,18.1504441746022,15647
150808,2003,4.03911626550292,0.469283276450512,23440
150810,2003,0,35.8637854960968,79551
150812,2003,0,7.29448763868262,22894
150815,2003,0,1.77318784099766,51320
150820,2003,0,1.73060985716375,41026
150830,2003,0,99.7525844377529,52139
150835,2003,0,57.9427083333333,10752
150840,2003,0.242206230834961,0.334549878345499,32880
160005,2003,0,116.272824919441,3724
160010,2003,0,5.50584996558844,7265
160015,2003,1.30332841699219,177.513558614935,4794
160020,2003,15.9615303470458,116.675915649279,7208
160021,2003,0,2.91467938526762,3774
160023,2003,0,165.184243964422,3935
160025,2003,0,12.4223602484472,3381
160027,2003,0,8.58930071888713,32133
160030,2003,0,3.22812389219509,318761
160040,2003,0.543524149536133,165.545503750097,12933
160050,2003,0.95833974053955,75.6470264317181,14528
160053,2003,0.947590143005369,180.620517617711,12828
160055,2003,0,13.3176654915785,2553
160060,2003,0,16.8179122514518,89369
160070,2003,0.115278980102539,114.118693607828,7869
160080,2003,0,1.73824130879346,9780
170025,2003,0,1.75978882534096,2273
170030,2003,0,0,3355
170035,2003,0,0,6308
170040,2003,0.425681787048339,0,8727
170070,2003,0,0,8413
170100,2003,0,0.803786728588015,11197
170105,2003,0,0,2893
170110,2003,0,0.278241513633834,3594
170130,2003,0,1.52905198776758,7194
170190,2003,0,23.500526131182,5702
170200,2003,0,0,9181
170210,2003,0,0.0249557036260637,120213
170215,2003,0,0.415196180195142,4817
170220,2003,0,1.4830355205093,27646
170230,2003,0,0,6865
170240,2003,0,0,10974
170255,2003,0,0,13781
170270,2003,0,0,2987
170290,2003,0,0,8471
170300,2003,0,0,10716
170305,2003,0,0,2622
170307,2003,0,0,3661
170310,2003,0,0,4839
170320,2003,0,0.432525951557093,4624
170330,2003,0,0,2273
170360,2003,0,0,1989
170370,2003,0,0.219731927049,4551
170380,2003,0,1.51687523701176,7911
170382,2003,0,0,2192
170384,2003,0,0,6334
170386,2003,0,0,3066
170388,2003,0,0,2075
170389,2003,0,0.267379679144385,3740
170390,2003,0,32.0366132723112,3933
170410,2003,0,0,2233
170460,2003,0,0,1234
170510,2003,0,0,3458
170550,2003,0,0,26620
170555,2003,0,0,4417
170560,2003,0,0,4459
170600,2003,0,0.481927710843373,4150
170610,2003,0,0,7128
170625,2003,0,0,1462
170650,2003,0,0,4576
170700,2003,0,0,16196
170710,2003,0,0.50615825881559,5927
170720,2003,0,0,7060
170730,2003,0,0,4623
170740,2003,0,0.711068973690448,8438
170755,2003,0,0,3831
170765,2003,0,0,5397
170770,2003,0,0,8441
170820,2003,0,0,19436
170825,2003,0,0,2511
170830,2003,0,0.421674045962471,4743
170900,2003,0,0.274524158125915,10928
170930,2003,0,0,20500
170950,2003,0,0.102513033800012,68284
170980,2003,0,0,1173
171050,2003,0,0.297973778307509,6712
171070,2003,0,0,6519
171090,2003,0,0,3417
171110,2003,0,0,2174
171150,2003,0,0.312989045383412,3195
171180,2003,0,0.808734330772341,2473
171190,2003,0,0.405899066432147,7391
171195,2003,0,0,2695
171200,2003,0,1.76616036736136,2831
171215,2003,0,0,1215
171240,2003,0,0,3670
171245,2003,0,0,2216
171250,2003,0,29.6703296703297,3640
171270,2003,0,0,1774
171280,2003,0,0,3133
171320,2003,0,0,26026
171330,2003,0,0.248406061107891,12077
171360,2003,0,0,4777
171370,2003,0,0.525762355415352,1902
171380,2003,0,0,5167
171395,2003,0,0,2658
171420,2003,0,0,9241
171430,2003,0,0.183217295712715,5458
171488,2003,0,0.30260238047206,9914
171500,2003,0,0,3225
171510,2003,0,0,3241
171515,2003,0,0,2399
171525,2003,0,0,2345
171550,2003,0,0,992
171570,2003,0,0,3633
171575,2003,0,0,6376
171610,2003,0,0,38710
171620,2003,0,0,10247
171630,2003,0,0,4483
171650,2003,0,0,9023
171660,2003,0,0.114586914174401,8727
171665,2003,0,0,4992
171670,2003,0,0,9543
171700,2003,0,0,4604
171720,2003,0,0,3207
171750,2003,0,1.01173613921489,4942
171780,2003,0,0,4438
171790,2003,0,0,6146
171800,2003,0,0,2482
171820,2003,0,0,45887
171830,2003,0,0.266347050206419,7509
171840,2003,0,0,3818
171845,2003,0,0,2272
171850,2003,0,0,3454
171855,2003,0,0,3703
171865,2003,0,0,1332
171870,2003,0,0,2504
171875,2003,0,0.172117039586919,5810
171880,2003,0,0,2654
171884,2003,0,0,3486
171886,2003,0,0.326957658983162,6117
171888,2003,0,0,2325
171889,2003,0,0,1888
171890,2003,0,0.223813786929275,4468
171900,2003,0,0,2243
172000,2003,0,0,2619
172010,2003,0,0.295508274231678,3384
172015,2003,0,0,1405
172020,2003,0,0,8956
172025,2003,0,0,2783
172030,2003,0,4.96277915632754,4030
172049,2003,0,0,5487
172065,2003,0,0,4370
172080,2003,0,0.195848021934978,10212
172085,2003,0,0,1376
172090,2003,0,0,13714
172093,2003,0,0.637348629700446,1569
172097,2003,0,0.795228628230616,2515
172100,2003,0,0.0232320416318186,172176
172110,2003,0,0.17105713308245,5846
172120,2003,0,0.122274302017526,24535
172125,2003,0,0,1234
172130,2003,0,0,1409
172208,2003,0,0.188946622579121,10585
172210,2003,0,0,12134
210005,2003,0,0.0730399215342557,95838
210010,2003,0,0,4711
210015,2003,0,0.102522042239081,9754
210020,2003,0,12.4679134580125,21816
210030,2003,0,0.161169012571183,18614
210040,2003,0,0.15951507417451,6269
210043,2003,0,0.275077938749312,21812
210047,2003,0,1.84746128029067,32477
210050,2003,0,0.0987751876728566,10124
210055,2003,0,6.24051273401923,5929
210060,2003,0,1.24205234363448,33815
210070,2003,0,0,21861
210080,2003,0,0,10290
210083,2003,0,0.0838715088484442,11923
210087,2003,0,4.03045230631438,8932
210090,2003,0,0,35034
210095,2003,0,0.279857272790877,28586
210100,2003,0,2.9806259314456,26840
210110,2003,0,1.15562403697997,10384
210120,2003,0,1.13912191798322,93932
210125,2003,0,0,10882
210130,2003,0,0.622277535780958,16070
210135,2003,0,0,4848
210140,2003,0,0.0303642188045607,65867
210150,2003,0,0,15919
210160,2003,0,0.0513848209238991,77844
210170,2003,0,0.0473641832046606,42226
210173,2003,0,0,5318
210177,2003,0,0.624934902614311,9601
210180,2003,0,0,5414
210190,2003,0,0.312776937913778,19183
210193,2003,0,0.179340028694405,5576
210197,2003,0,86.1609522117605,5629
210200,2003,0,9.72595527723129,36089
210203,2003,0,2.13375259700152,17809
210207,2003,0,0.0811886011204027,12317
210210,2003,0,0,28580
210215,2003,0,0,8990
210220,2003,0,0.0407880246359669,24517
210230,2003,0,0,21540
210232,2003,0,1.06231061265717,57422
210235,2003,0,0.137164803511419,14581
210237,2003,0,7.38477209065444,7854
210240,2003,0,0.19723865877712,10140
210250,2003,0,3.0952380952381,12600
210255,2003,0,0.57161522129675,12246
210260,2003,0.04289566796875,6.73197963986645,18271
210270,2003,0,0.508589511754069,17696
210275,2003,0,0.282113974045514,10634
210280,2003,0,0,23783
210290,2003,0,22.8066570782823,19468
210300,2003,0,0.0141157206781192,141686
210310,2003,0,9.70968055150986,10299
210312,2003,0,0.763553066938152,7858
210315,2003,0.619873012512206,6.28159950972882,6527
210317,2003,1.92945619372558,40.3908794788274,15350
210320,2003,0,0.27114967462039,62696
210325,2003,0,0,12047
210330,2003,0,1.66677010098144,112793
210340,2003,0,0,42998
210350,2003,0,0,37901
210355,2003,0,74.5159397613925,10226
210360,2003,0,0.121228914828028,57742
210370,2003,0,0.302480338777979,36366
210375,2003,0,0.0830288940551312,12044
210380,2003,0,0.0441637592191847,22643
210390,2003,0,0.1001001001001,9990
210400,2003,0,0.0459664444955183,21755
210405,2003,0,0.0833020950476905,24009
210407,2003,0,0,7527
210408,2003,0,0,4873
210409,2003,0,0.0641807329439702,15581
210410,2003,0,0,11875
210420,2003,0,0.069949636261891407,14296
210430,2003,1.57386573565673,4.21634195987206,6878
210440,2003,0,3.14185784575256,16869
210450,2003,0,1.37299771167048,8740
210455,2003,0,0,11807
210460,2003,0,0,15145
210462,2003,0,0.775915580384854,6444
210465,2003,0,1.05246113989637,12352
210467,2003,0,9.58071494797569,29121
210470,2003,0,0,6138
210480,2003,0,0.0992083176253497,50399
210490,2003,0,16.2633563796355,12728
210500,2003,0,13.3123786632153,21634
210510,2003,0,7.6360458162749,21739
210515,2003,0,0.379903124703201,10529
210520,2003,0,0,9480
210530,2003,0,0.0561805036366072,231397
210535,2003,0,0.0871915598570058,11469
210540,2003,0,0.6511187403812,50682
210542,2003,0,1.95137181438551,25623
210545,2003,0,0.424538314582891,4711
210547,2003,0,0.14265335235378,14020
210550,2003,0,0.093248787765759,21448
210560,2003,0,0.624739691795085,14406
210565,2003,0,3.03592511384719,5929
210570,2003,0,0.097037917566289,41221
210580,2003,0,0.205317729185915,9741
210590,2003,0,10.8292960957538,14036
210592,2003,0,0,9741
210594,2003,0,0.121550990640574,8227
210596,2003,0,0.120948234155781,8268
210598,2003,0,0,6086
210600,2003,0,0.0922509225092251,10840
210610,2003,0,0,10196
210620,2003,0.344971766601564,3.15015750787539,5714
210630,2003,0,0,13491
210632,2003,0,10.9254906942768,15743
210635,2003,0,0.282445982205903,7081
210637,2003,0,2.25855022585502,9298
210640,2003,0,0.0821962847279303,12166
210650,2003,0,0.0489763933783916,20418
210660,2003,0,0,26776
210663,2003,0,2.08143619097177,7687
210667,2003,0,0,7569
210670,2003,0,0,20759
210675,2003,0,1.01845195303139,16692
210680,2003,0,0.29940119760479,13360
210690,2003,0,5.21845122462195,26253
210700,2003,0,0.0940910801656003,10628
210710,2003,0,0.661200740544829,15124
210720,2003,0,2.69541778975741,8533
210725,2003,0,0,4185
210730,2003,0,0,4423
210735,2003,0,7.99786723540389,15004
210740,2003,0,0.116897539306798,17109
210745,2003,0,0.19790223629527,10106
210750,2003,0,0.484094052558783,86760
210760,2003,0,0,17787
210770,2003,0,0,18494
210780,2003,0,0.457052317255248,32819
210790,2003,0,0,15019
210800,2003,0,0,15935
210805,2003,0,0,11807
210810,2003,0,0.208246563931695,19208
210820,2003,0,0.0483488855581879,41366
210825,2003,0,1.75046192745308,20566
210830,2003,0,0.718695893633008,30611
210840,2003,0,0.154118825614549,12977
210845,2003,0,0.59286407243721,18554
210850,2003,0,1.11860733386933,28607
210860,2003,0,0.227560410177639,70311
210870,2003,0,0.460581868427113,26054
210880,2003,0,0.884835284508576,14692
210890,2003,0,0.092038656235619,21730
210900,2003,0,1.08888761533612,17449
210905,2003,0,1.12848621634693,6203
210910,2003,0,0,40741
210920,2003,0,5.23560209424084,10314
210923,2003,0,16.5788960405695,5127
210927,2003,0,27.4282482680616,14146
210930,2003,0,4.0874718986307,9786
210940,2003,0,9.0948090948091,11655
210945,2003,0,2.49165032073371,18863
210950,2003,0,0.0472969777231235,21143
210955,2003,0,1.18133490844654,6772
210960,2003,0,0.320652966039936,34305
210970,2003,0,0,5113
210975,2003,0,0.394399526720568,5071
210980,2003,0,9.49632250256028,32223
210990,2003,0,0.309580854443158,74294
211000,2003,0,1.7875008337224,74965
211003,2003,0,10.1875316776483,19730
211010,2003,0,0.104957492215653,28583
211020,2003,0,0.0423674956573317,23603
211023,2003,0,0,9506
211027,2003,0,0.31062331745703,9658
211030,2003,0,0.0704225352112676,14200
211040,2003,0,0,16869
211050,2003,0,0.121270919233568,32984
211060,2003,0,0,24109
211065,2003,0,0,6881
211070,2003,0,0.057625262915262,34707
211080,2003,0,0,4805
211085,2003,0,0,7625
211090,2003,0,0,12835
211100,2003,0,0,19937
211102,2003,0,0.776891023377357,14159
211105,2003,0,0.091082976591675,10979
211107,2003,0,0,15635
211110,2003,0,0.0424628450106157,23550
211120,2003,0,1.47399452516319,118725
211125,2003,0,0,7542
211130,2003,6.12777475152579,0.0617199732330221,923526
211140,2003,0,1.90666424550572,22028
211150,2003,0,1.90260850383279,36266
211153,2003,0,0.543478260869565,11040
211157,2003,0,0,4153
211160,2003,0,0,15093
211163,2003,0,0.302846759539673,6604
211167,2003,0,0.223813786929275,4468
211170,2003,0,0,19032
211172,2003,0,0.448631673396142,8916
211174,2003,0,0.244021473889702,8196
211176,2003,0,0.419551080344032,19068
211178,2003,0,2.15084599942644,6974
211180,2003,0,0.0642343268242549,15568
211190,2003,0,0,10417
211195,2003,0,0,4510
211200,2003,0,0,6453
211210,2003,0,0.218491679108554,27461
211220,2003,0,0,136547
211223,2003,0,0,16597
211227,2003,0,2.17588395285585,5515
211230,2003,0,0.0827335153470671,36261
211240,2003,0,26.4478297666546,33084
211245,2003,0,11.2346669723719,17446
211250,2003,0,0,42630
211260,2003,0,0,17374
211270,2003,0,0,35265
211280,2003,0,0.0222652684078107,44913
211285,2003,0,3.56480821331812,7013
211290,2003,0,2.34727090635954,31952
211300,2003,0,1.28678338017676,29531
211400,2003,0,4.65355708843818,48565
510010,2003,0,0.16739203213927,5974
510020,2003,0,0.202702702702703,14800
510025,2003,16.9481694040528,0.382108816099518,47107
510030,2003,0,0,11607
510035,2003,0,0,3782
510040,2003,0,0,8344
510050,2003,0,0,7395
510060,2003,0,0.203004466098254,4926
510080,2003,37.4360275144654,4.59770114942529,6525
510100,2003,0,0.87260034904014006,3438
510120,2003,0,0,1332
510125,2003,0,0.0713368526180625,14018
510130,2003,0,0,11006
510140,2003,0,50.9909799349574,16297
510160,2003,0,0,7012
510170,2003,0,0.0336507722852239,29717
510180,2003,0,0.0184924920482284,54076
510185,2003,0,0,4130
510190,2003,0,1.00741826174558,10919
510250,2003,0,0.0351807115885264,85274
510260,2003,0,0.0793398920977468,12604
510263,2003,0,0.280925180260324,21358
510267,2003,0,0.145032632342277,20685
510268,2003,0,0.288517022504328,3466
510269,2003,0,0.177588350204227,5631
510270,2003,0,0.586785588545945,17042
510279,2003,4.04375548107911,0,10949
510285,2003,0,1.88501413760603,7427
510300,2003,0,0,16666
510305,2003,0,6.6040368337829,10751
510310,2003,0,1.86011904761905,5376
510320,2003,2.06902678356933,0,27504
510325,2003,1.47128117053223,106.368677533188,11902
510330,2003,0,19.8569824478459,16921
510335,2003,0,0.447968463020203,22323
510336,2003,0,0,2736
510337,2003,0,0.967960507211306,10331
510340,2003,8.62528460174573,0.017711096592385,508156
510343,2003,0,0,4709
510345,2003,0,0,8307
510350,2003,0,0.154846701765252,19374
510360,2003,0,0,8313
510370,2003,0,22.4435758416341,7931
510380,2003,0,0,3977
510385,2003,0,52.903739061257,5028
510390,2003,0,0,4362
510395,2003,0,0,3019
510410,2003,4.82628178497311,0.29479200786112,30530
510420,2003,0,0,11995
510450,2003,0,0,2066
510452,2003,0,NA,NA
510454,2003,0,NA,NA
510455,2003,0,1.8101036695738,6077
510460,2003,0,0,9568
510480,2003,0,0,25337
510490,2003,0,0,7721
510500,2003,0,0,12615
510510,2003,0,0.393855848759354,33007
510515,2003,2.32559216503904,7.60751436112405,38646
510517,2003,0,44.9958643507031,6045
510520,2003,0,0,12406
510523,2003,0,0.239005736137667,4184
510525,2003,0,0.560224089635854,23205
510530,2003,0,0,2310
510550,2003,2.38713969964599,0,13581
510558,2003,0,3.64354968196134,16193
510560,2003,47.8038139772327,0.946806679290756,11618
510562,2003,0,0.0440548041763954,22699
510590,2003,0,0,15253
510600,2003,0,0,6377
510610,2003,56.6573009612429,0,12649
510615,2003,14.3067276409301,11.9193905136397,8138
510617,2003,0,0,1991
510618,2003,11.0248325489502,0,4355
510619,2003,3.02054037860107,0,3412
510620,2003,0,0,5294
510621,2003,3.07795505877686,0,11307
510622,2003,0,1.8202360030128,15932
510623,2003,0,0.060875388080599,16427
510624,2003,0,84.26535927685,6527
510625,2003,0,0.226976110764342,17623
510626,2003,29.2627726514891,13.3285942775902,5627
510627,2003,0,0,3278
510628,2003,0,0.122684333210649,8151
510629,2003,24.6046838161621,6.31927898062778,9653
510630,2003,0,4.05275008041171,15545
510631,2003,0,0,1178
510637,2003,0,0,14346
510642,2003,69.7823522978471,1.80243548599815,22747
510645,2003,0,0,2916
510650,2003,23.28776508551,0,31055
510665,2003,0,0.245700245700246,4070
510670,2003,0,0,2023
510675,2003,6.94719204992677,0.126964779970036,39381
510677,2003,0,1.33719634499666,8974
510680,2003,0,0,6037
510682,2003,0,0.0958772770853308,10430
510685,2003,0,0,4452
510700,2003,0,0.0530644733351021,18845
510704,2003,0,0.0207133684079705,48278
510706,2003,0,1.28085700978109,8588
510710,2003,0,0,18979
510715,2003,0,0,2106
510718,2003,0,0.401552670325258,7471
510719,2003,0,0,2150
510720,2003,0,0.204331834899877,4894
510724,2003,0,4.56968773800457,3939
510726,2003,0,0,2572
510729,2003,0,0,3091
