year,cd_mun,Chronic_resp,Ulcer,Tuberculosis,Dermatitis,Accidents,STD,Pneumonia,HIV,Diabetes
2006,150350,31,17,0,1,0,2,83,2,30
2006,150360,88,36,6,2,0,0,807,2,103
2006,150370,14,10,0,0,0,4,293,3,3
2006,150375,1,1,0,0,0,1,51,0,0
2006,150380,46,9,1,0,0,1,327,2,24
2006,150390,1,3,0,0,0,3,94,0,0
2006,150400,6,1,0,1,0,0,70,0,2
2006,150405,25,6,1,0,0,0,238,1,28
2006,150410,0,1,0,0,0,0,6,1,1
2006,150420,297,23,6,0,0,4,494,12,46
2006,150430,23,12,0,1,0,0,13,0,10
2006,150440,7,6,6,0,0,0,38,1,11
2006,150442,43,35,4,1,0,26,565,16,45
2006,150445,35,16,0,1,0,0,62,0,12
2006,150450,5,0,0,0,0,0,33,0,0
2006,150460,7,7,3,0,0,1,52,0,3
2006,150470,18,10,3,1,0,13,555,2,19
2006,150480,30,5,3,1,0,12,198,0,52
2006,150490,20,6,1,0,0,1,88,0,1
2006,150495,1,2,0,0,0,0,16,0,0
2006,150497,4,1,0,0,0,0,13,0,0
2006,150500,6,8,0,0,0,1,17,0,5
2006,150503,0,5,0,0,0,1,39,0,1
2006,150506,9,10,0,0,0,0,190,3,15
2006,150510,24,0,0,0,0,1,397,0,3
2006,150520,0,0,0,0,0,0,28,0,2
2006,150530,11,14,0,2,0,8,204,0,7
2006,150540,11,15,0,0,0,0,93,0,5
2006,150543,98,8,0,0,0,0,351,1,1
2006,150548,49,4,1,0,0,1,113,1,13
2006,150549,1,2,0,0,0,0,41,0,1
2006,150550,96,15,4,1,0,13,268,15,16
2006,150553,51,27,1,0,0,7,940,2,85
2006,150555,119,11,0,0,0,0,131,0,6
2006,150560,1,0,0,0,0,1,11,0,0
2006,150563,2,0,0,0,0,2,13,0,1
2006,150565,3,0,0,0,0,0,34,0,3
2006,150570,9,0,0,0,0,1,26,2,1
2006,150580,2,3,6,0,0,1,103,0,6
2006,150590,3,2,1,0,0,0,30,0,0
2006,150600,5,1,0,0,0,1,27,0,4
2006,150610,4,14,0,0,0,0,16,1,1
2006,150611,2,9,0,0,0,0,21,0,5
2006,150613,55,34,3,1,0,2,389,13,49
2006,150616,19,14,1,2,0,0,117,0,12
2006,150618,183,12,0,1,0,2,1156,3,33
2006,150619,12,25,0,1,0,0,32,0,11
2006,150620,20,7,2,0,0,10,249,1,44
2006,150630,83,4,0,0,0,0,278,1,0
2006,150635,5,5,0,0,0,2,30,0,1
2006,150640,1,0,1,0,0,1,3,0,0
2006,150650,38,4,4,1,0,5,787,4,79
2006,150655,6,5,1,0,0,1,42,0,8
2006,150658,17,17,0,0,0,0,102,1,4
2006,150660,31,5,1,1,0,0,93,1,12
2006,150670,15,5,2,0,0,0,219,2,29
2006,150680,23,27,0,1,0,6,1073,1,61
2006,150690,0,6,0,0,0,0,14,0,1
2006,150700,59,3,0,0,0,1,530,3,100
2006,150710,1,1,0,0,0,0,16,0,3
2006,150715,25,21,0,0,0,0,206,0,28
2006,150720,4,2,1,1,0,3,70,1,3
2006,150730,25,16,3,0,0,0,389,2,16
2006,150740,4,1,0,0,0,0,24,0,2
2006,150745,67,1,1,0,0,8,458,2,18
2006,150746,4,0,0,0,0,0,5,0,2
2006,150747,20,20,1,2,0,1,163,0,13
2006,150750,1,10,0,0,0,0,41,0,7
2006,150760,33,16,1,0,0,3,143,4,48
2006,150770,2,2,0,0,0,2,25,4,0
2006,150775,4,3,1,0,0,0,4,2,0
2006,150780,7,2,0,0,0,0,23,0,1
2006,150790,11,1,0,0,0,0,87,2,5
2006,150795,3,8,3,0,0,3,248,6,6
2006,150796,4,0,0,0,0,0,24,1,5
2006,150797,1,2,0,0,0,0,15,0,1
2006,150800,14,9,9,0,0,0,191,0,17
2006,150803,10,17,0,1,0,0,140,2,8
2006,150805,2,5,0,0,0,0,1,0,1
2006,150808,84,5,1,0,0,0,305,2,6
2006,150810,18,13,1,0,0,9,430,3,27
2006,150812,58,29,1,0,0,1,779,2,21
2006,150815,88,4,1,0,0,1,377,0,31
2006,150820,17,4,2,0,0,5,176,2,12
2006,150830,14,24,0,0,0,2,461,0,11
2006,150835,21,4,0,0,0,0,74,0,6
2006,150840,166,113,0,0,0,0,106,0,14
2006,160005,0,0,0,0,0,0,10,0,1
2006,160010,0,0,0,0,0,0,1,0,0
2006,160015,0,1,0,0,0,0,11,0,1
2006,160020,0,0,0,0,0,0,5,0,0
2006,160021,0,0,0,0,0,0,4,0,0
2006,160023,0,0,0,0,0,0,6,0,1
2006,160025,0,0,0,0,0,0,9,0,1
2006,160027,19,16,2,1,0,0,234,1,32
2006,160030,75,81,34,6,0,6,1120,33,149
2006,160040,2,1,2,0,0,1,58,0,2
2006,160050,5,1,3,0,0,2,36,1,13
2006,160053,0,1,0,1,0,0,75,0,5
2006,160055,0,0,0,0,0,0,2,0,0
2006,160060,46,7,6,0,0,12,598,5,57
2006,160070,0,2,0,0,0,0,13,0,2
2006,160080,5,0,0,0,0,0,37,0,4
2006,170025,1,1,0,0,0,1,5,0,0
2006,170030,2,1,0,0,0,0,47,0,2
2006,170035,1,3,0,0,0,0,6,0,1
2006,170040,1,0,0,0,0,0,34,0,1
2006,170070,2,3,0,0,0,0,9,0,4
2006,170100,4,1,2,0,0,1,112,0,0
2006,170105,0,1,0,0,0,0,13,0,1
2006,170110,2,2,0,0,0,0,5,0,2
2006,170130,1,0,1,0,0,0,22,0,5
2006,170190,1,2,0,0,0,0,12,0,0
2006,170200,30,4,0,3,0,0,118,0,43
2006,170210,108,46,30,9,0,23,480,33,150
2006,170215,0,1,2,0,0,0,9,0,2
2006,170220,8,13,3,0,0,0,127,5,34
2006,170230,18,1,0,1,0,0,140,0,6
2006,170240,8,7,0,1,0,0,239,0,5
2006,170255,18,10,1,0,0,0,184,0,53
2006,170270,2,0,0,0,0,0,1,0,0
2006,170290,7,5,0,0,0,0,51,0,19
2006,170300,3,1,1,0,0,0,16,1,11
2006,170305,0,1,1,0,0,1,11,0,0
2006,170307,0,1,0,0,0,0,7,0,4
2006,170310,0,1,0,1,0,0,20,0,1
2006,170320,2,1,0,1,0,0,8,0,1
2006,170330,1,1,0,1,0,0,18,0,1
2006,170360,0,1,0,0,0,0,3,1,1
2006,170370,2,4,0,0,0,0,29,0,7
2006,170380,2,3,0,1,0,0,27,0,3
2006,170382,1,2,0,1,0,0,11,0,2
2006,170384,0,0,0,0,0,0,4,0,1
2006,170386,2,0,0,0,0,0,3,0,2
2006,170388,6,1,0,0,0,2,6,0,0
2006,170389,3,1,0,0,0,1,39,0,6
2006,170390,0,2,0,0,0,0,3,0,0
2006,170410,0,3,0,0,0,0,14,0,0
2006,170460,0,0,0,0,0,0,9,0,0
2006,170510,0,0,0,0,0,0,8,0,0
2006,170550,23,18,6,2,0,0,284,2,29
2006,170555,2,2,0,0,0,0,24,0,9
2006,170560,0,1,0,0,0,0,14,0,3
2006,170600,3,2,0,0,0,0,5,0,1
2006,170610,6,1,0,0,0,0,171,0,3
2006,170650,0,1,2,0,0,2,14,0,6
2006,170700,14,14,0,1,0,0,526,0,8
2006,170710,1,0,0,0,0,1,23,0,6
2006,170720,0,1,0,1,0,0,4,0,0
2006,170730,2,5,0,0,0,0,20,0,1
2006,170740,2,1,0,0,0,0,22,0,11
2006,170755,2,2,0,0,0,0,21,0,1
2006,170765,0,1,0,0,0,0,18,0,3
2006,170770,0,0,0,0,0,1,17,0,6
2006,170820,8,6,0,0,0,0,104,0,6
2006,170825,0,1,0,0,0,0,5,0,0
2006,170830,1,2,0,0,0,0,8,0,0
2006,170900,3,6,0,0,0,0,91,0,7
2006,170930,31,22,1,0,0,0,173,4,0
2006,170950,29,45,2,0,0,1,302,1,70
2006,170980,0,0,0,1,0,0,4,0,0
2006,171050,4,2,1,0,0,0,53,0,3
2006,171070,4,5,0,0,0,0,16,0,4
2006,171090,2,0,0,0,0,0,3,0,1
2006,171110,0,0,0,0,0,0,6,0,0
2006,171150,0,2,0,0,0,0,5,0,0
2006,171180,0,0,0,0,0,1,7,0,0
2006,171190,0,2,0,0,0,0,26,0,1
2006,171195,5,0,0,0,0,0,9,0,0
2006,171200,2,1,0,0,0,0,3,0,0
2006,171215,0,0,0,0,0,0,0,0,0
2006,171240,1,1,0,0,0,0,0,0,1
2006,171245,0,1,2,0,0,0,3,0,0
2006,171250,0,0,0,0,0,0,10,0,1
2006,171270,3,0,0,0,0,0,0,0,0
2006,171280,0,1,0,0,0,0,8,0,2
2006,171320,15,18,2,2,0,0,266,0,11
2006,171330,39,6,0,3,0,0,14,0,9
2006,171360,1,2,0,0,0,0,20,0,2
2006,171370,1,0,0,0,0,0,19,0,0
2006,171380,0,0,0,0,0,0,8,0,1
2006,171395,2,0,4,0,0,0,9,0,0
2006,171420,1,1,0,0,0,0,58,0,2
2006,171430,4,0,0,0,0,0,32,0,3
2006,171488,3,0,2,1,0,0,22,1,4
2006,171500,3,0,0,0,0,0,25,0,1
2006,171510,0,1,0,0,0,0,7,0,1
2006,171515,0,0,0,0,0,0,5,0,1
2006,171525,1,0,1,0,0,0,36,0,1
2006,171550,0,1,0,0,0,0,3,0,0
2006,171570,3,1,0,0,0,3,9,0,1
2006,171575,11,3,0,0,0,0,12,0,1
2006,171610,25,11,2,0,0,5,497,0,25
2006,171620,0,2,0,0,0,0,12,0,2
2006,171630,4,0,2,0,0,0,27,1,0
2006,171650,12,11,0,2,0,0,76,0,2
2006,171660,22,5,0,0,0,0,232,0,5
2006,171665,9,4,0,0,0,1,14,0,0
2006,171670,26,7,3,0,0,0,41,0,14
2006,171700,2,2,1,0,0,0,9,0,2
2006,171720,2,0,0,0,0,0,5,0,2
2006,171750,19,1,0,0,0,0,70,0,0
2006,171780,0,1,0,0,0,0,9,0,1
2006,171790,3,1,0,0,0,1,6,0,2
2006,171800,2,0,0,0,0,0,25,0,1
2006,171820,59,44,2,0,0,1,486,0,54
2006,171830,2,4,0,0,0,0,70,0,15
2006,171840,0,1,0,0,0,0,14,0,2
2006,171845,3,0,0,0,0,0,18,0,0
2006,171850,1,0,0,0,0,0,10,0,1
2006,171855,2,0,0,0,0,0,17,0,1
2006,171865,0,2,0,0,0,0,46,0,4
2006,171870,1,0,0,0,0,0,10,0,0
2006,171875,1,0,1,0,0,0,8,0,2
2006,171880,0,1,0,0,0,0,24,1,7
2006,171884,3,0,1,1,0,0,10,0,2
2006,171886,1,0,1,0,0,3,12,0,2
2006,171888,1,1,0,0,0,0,6,0,1
2006,171889,0,0,0,0,0,0,3,0,0
2006,171890,3,0,0,0,0,0,14,0,8
2006,171900,0,0,0,0,0,0,1,0,0
2006,172000,0,0,0,0,0,0,6,0,1
2006,172010,1,0,0,0,0,0,15,0,1
2006,172015,0,0,0,0,0,0,2,0,3
2006,172020,1,1,0,0,0,0,11,0,4
2006,172025,0,0,0,0,0,0,1,0,1
2006,172030,0,0,1,0,0,0,13,0,4
2006,172049,0,2,0,0,0,0,3,0,1
2006,172065,11,3,0,0,0,0,28,0,2
2006,172080,2,5,0,0,0,0,8,0,7
2006,172085,1,0,0,0,0,0,2,0,0
2006,172090,33,4,0,1,0,2,126,0,9
2006,172093,1,1,0,0,0,0,5,0,1
2006,172097,1,1,0,0,0,0,5,0,0
2006,172100,54,32,30,9,0,6,378,1,77
2006,172110,1,1,0,1,0,0,82,0,1
2006,172120,9,3,0,0,0,1,435,1,29
2006,172125,0,0,0,1,0,0,4,0,0
2006,172130,1,0,0,0,0,0,2,0,0
2006,172208,4,2,2,0,0,2,19,1,9
2006,172210,22,7,1,0,0,1,172,1,28
2006,210005,33,9,1,2,0,0,132,0,36
2006,210010,0,0,0,0,0,0,1,0,0
2006,210020,3,0,0,0,1,1,99,0,6
2006,210030,12,1,0,0,0,4,258,0,18
2006,210040,2,6,0,0,0,0,25,0,1
2006,210043,2,2,0,0,1,0,39,1,2
2006,210047,13,13,2,0,0,0,212,3,0
2006,210050,4,0,0,0,0,0,58,0,1
2006,210055,0,0,0,0,0,0,3,0,2
2006,210060,5,7,0,0,0,0,119,2,4
2006,210070,3,12,0,0,0,0,86,0,5
2006,210080,1,0,0,0,0,0,29,0,4
2006,210083,1,1,0,0,0,0,28,0,2
2006,210087,0,0,0,0,0,0,2,0,0
2006,210090,5,8,0,0,0,0,505,0,12
2006,210095,4,1,0,0,0,1,277,0,1
2006,210100,4,3,1,0,0,0,55,0,6
2006,210110,4,1,0,0,0,0,16,0,4
2006,210120,65,21,1,0,0,1,530,4,34
2006,210125,0,1,0,0,0,0,15,0,2
2006,210130,10,1,0,0,0,0,101,0,3
2006,210135,0,0,0,0,0,0,3,0,0
2006,210140,21,17,2,0,0,0,414,0,27
2006,210150,4,1,0,0,0,1,109,0,17
2006,210160,13,25,1,0,0,1,33,2,2
2006,210170,1,6,5,0,0,1,21,0,4
2006,210173,0,0,1,0,0,0,2,0,0
2006,210177,0,3,0,0,0,0,22,0,2
2006,210180,3,14,0,0,0,0,46,0,5
2006,210190,7,6,0,0,0,0,65,0,1
2006,210193,0,0,0,0,0,0,3,0,0
2006,210197,2,1,0,0,0,0,12,0,0
2006,210200,66,16,1,0,0,0,293,0,18
2006,210203,3,6,0,0,0,0,75,0,1
2006,210207,3,2,0,0,0,0,23,0,1
2006,210210,0,0,0,0,0,1,195,0,4
2006,210215,0,2,0,0,0,0,15,0,1
2006,210220,27,0,0,0,0,0,20,0,3
2006,210230,1,3,0,0,0,1,196,0,1
2006,210232,2,23,0,0,0,0,223,0,6
2006,210235,1,0,0,0,0,0,27,4,0
2006,210237,0,1,0,0,0,0,5,0,0
2006,210240,4,1,0,0,0,0,16,0,0
2006,210250,0,4,2,0,0,0,32,0,3
2006,210255,2,1,0,0,0,0,27,0,2
2006,210260,8,0,0,0,0,1,194,0,1
2006,210270,0,2,0,0,0,0,21,0,1
2006,210275,1,0,0,0,0,0,60,0,2
2006,210280,6,2,0,0,0,0,263,2,3
2006,210290,3,1,0,0,0,0,20,0,0
2006,210300,35,28,0,0,0,5,384,0,98
2006,210310,0,4,0,0,0,5,19,0,1
2006,210312,0,1,0,0,0,0,17,0,1
2006,210315,10,0,0,0,0,0,31,0,1
2006,210317,0,0,0,0,0,0,30,1,3
2006,210320,48,25,2,0,0,21,280,0,54
2006,210325,9,5,0,0,0,0,75,0,3
2006,210330,80,17,0,0,0,2,524,0,216
2006,210340,2,3,0,0,0,0,72,0,13
2006,210350,2,55,0,0,0,0,351,1,23
2006,210355,0,1,0,0,0,0,21,0,1
2006,210360,42,8,2,0,0,3,338,1,72
2006,210370,20,10,0,2,0,1,197,0,33
2006,210375,1,6,1,0,0,0,43,3,1
2006,210380,21,3,0,0,0,0,131,0,1
2006,210390,2,1,0,0,0,0,2,0,0
2006,210400,1,0,0,0,0,0,53,0,9
2006,210405,10,7,0,0,0,0,133,0,15
2006,210407,10,0,0,0,0,0,11,0,11
2006,210408,1,0,0,0,0,0,0,0,0
2006,210409,0,1,0,0,0,0,10,0,2
2006,210410,0,6,0,0,0,0,23,0,5
2006,210420,2,4,0,0,0,0,71,1,1
2006,210430,19,3,0,0,0,0,353,0,1
2006,210440,16,6,0,0,0,0,188,0,0
2006,210450,6,1,0,0,0,0,54,0,3
2006,210455,2,6,0,0,0,0,150,2,7
2006,210460,7,1,1,0,0,1,33,0,5
2006,210462,3,0,0,0,0,0,59,0,6
2006,210465,1,0,0,0,1,0,0,0,0
2006,210467,90,1,0,0,0,0,389,0,6
2006,210470,2,0,0,0,0,0,106,0,2
2006,210480,120,4,0,0,0,0,737,0,32
2006,210490,0,5,0,0,0,0,68,0,0
2006,210500,1,0,0,0,0,0,12,0,0
2006,210510,1,1,0,0,0,1,48,2,5
2006,210515,2,1,2,0,0,0,40,0,3
2006,210520,2,2,0,0,0,0,78,0,2
2006,210530,69,81,1,1,0,0,1582,229,126
2006,210535,1,0,0,0,0,0,3,0,0
2006,210540,6,2,1,1,1,3,256,0,26
2006,210542,17,1,0,0,0,0,294,9,14
2006,210545,1,6,0,0,0,0,35,0,1
2006,210547,0,0,0,0,0,0,0,0,0
2006,210550,2,5,0,0,0,0,142,1,1
2006,210560,3,3,0,0,0,0,46,0,0
2006,210565,0,0,0,0,0,0,9,0,4
2006,210570,46,6,0,0,0,0,401,0,2
2006,210580,8,3,0,0,0,0,132,0,1
2006,210590,3,14,0,0,0,0,22,0,6
2006,210592,0,2,0,0,0,0,73,0,0
2006,210594,3,0,0,0,0,0,23,0,0
2006,210596,1,1,0,0,0,0,63,0,0
2006,210598,0,1,0,0,0,0,11,0,1
2006,210600,19,5,0,0,1,0,82,0,4
2006,210610,1,12,0,0,0,0,43,0,20
2006,210620,5,0,0,0,0,0,60,0,0
2006,210630,0,6,0,0,0,0,45,0,2
2006,210632,1,2,0,0,0,0,211,0,8
2006,210635,0,0,0,0,0,0,2,0,1
2006,210637,0,0,1,0,0,0,28,0,3
2006,210640,0,1,0,0,0,1,27,0,9
2006,210650,1,40,1,0,0,2,53,0,6
2006,210660,3,3,0,0,354,0,105,0,57
2006,210663,1,0,0,0,0,0,4,2,0
2006,210667,0,0,0,0,0,0,3,0,1
2006,210670,8,4,0,0,0,0,169,0,13
2006,210675,5,23,1,0,0,0,16,2,1
2006,210680,1,4,0,0,0,3,77,1,5
2006,210690,11,24,4,0,0,1,135,0,3
2006,210700,7,4,0,0,0,0,146,1,1
2006,210710,3,3,0,0,0,0,20,1,1
2006,210720,0,1,0,0,0,0,20,0,0
2006,210725,0,2,0,0,0,0,12,0,1
2006,210730,0,0,0,0,0,0,5,0,3
2006,210735,2,21,0,0,0,0,188,0,3
2006,210740,1,81,0,0,0,0,160,0,6
2006,210745,0,9,1,0,0,0,38,0,2
2006,210750,0,8,2,3,1,12,227,6,17
2006,210760,3,6,0,0,0,0,58,0,3
2006,210770,5,5,0,0,0,0,40,0,6
2006,210780,0,4,0,1,0,1,162,0,24
2006,210790,0,18,0,0,0,0,540,0,8
2006,210800,0,1,0,0,0,1,76,0,7
2006,210805,0,0,1,0,0,0,5,1,0
2006,210810,4,1,0,0,0,0,11,0,2
2006,210820,10,15,0,0,0,0,77,0,9
2006,210825,6,5,0,0,0,0,39,0,9
2006,210830,3,6,0,0,0,0,82,0,3
2006,210840,2,3,0,0,0,0,186,0,2
2006,210845,3,1,0,0,0,2,48,0,6
2006,210850,27,2,3,0,0,0,106,0,4
2006,210860,7,27,3,1,0,1,181,4,12
2006,210870,2,5,0,0,0,0,4,0,1
2006,210880,1,0,6,0,0,0,2,2,0
2006,210890,10,2,0,0,0,0,100,0,0
2006,210900,11,3,0,0,0,0,118,0,4
2006,210905,0,1,0,0,0,0,5,0,2
2006,210910,36,6,2,0,1,2,135,0,18
2006,210920,0,8,0,0,0,0,13,0,0
2006,210923,0,0,0,0,0,0,18,0,2
2006,210927,1,2,0,0,0,0,10,0,1
2006,210930,1,4,0,0,0,1,17,0,0
2006,210940,37,2,0,0,0,0,222,0,4
2006,210945,4,0,3,1,0,5,63,0,6
2006,210950,2,21,0,0,0,0,188,0,15
2006,210955,0,1,0,0,0,0,18,0,1
2006,210960,3,9,4,0,0,2,201,1,12
2006,210970,0,0,0,0,0,0,92,0,1
2006,210975,9,2,0,0,0,0,35,0,1
2006,210980,0,5,0,0,1,1,69,1,0
2006,210990,129,56,10,4,0,1,527,6,75
2006,211000,9,30,0,0,0,4,129,2,4
2006,211003,75,1,0,0,0,0,360,0,1
2006,211010,0,0,0,0,0,0,82,0,5
2006,211020,1,3,0,0,0,1,111,0,9
2006,211023,0,0,0,0,0,0,0,0,3
2006,211027,0,1,0,0,0,0,12,0,2
2006,211030,6,0,0,0,0,0,74,0,7
2006,211040,3,0,1,0,0,0,4,0,1
2006,211050,2,6,1,0,0,0,52,2,0
2006,211060,0,0,0,0,0,0,7,0,5
2006,211065,0,0,1,0,0,0,1,0,0
2006,211070,0,4,0,0,0,0,145,0,0
2006,211080,3,0,0,0,0,0,38,0,11
2006,211085,7,2,0,0,0,0,99,0,7
2006,211090,0,0,0,0,0,0,33,0,0
2006,211100,1,5,0,0,0,1,80,4,1
2006,211102,0,7,0,0,0,0,141,0,3
2006,211105,0,3,0,0,0,0,14,0,0
2006,211107,0,0,0,0,0,0,23,0,6
2006,211110,5,1,0,0,0,1,114,0,33
2006,211120,2,12,8,1,1,12,215,13,17
2006,211125,4,0,0,0,0,0,47,0,0
2006,211130,114,215,120,31,9,208,1816,132,483
2006,211140,31,5,0,0,0,0,49,2,4
2006,211150,3,4,1,0,1,1,150,6,7
2006,211153,1,4,0,0,0,0,75,0,2
2006,211157,0,0,0,0,0,0,2,1,0
2006,211160,3,0,0,0,0,0,48,0,5
2006,211163,0,1,0,0,0,0,7,0,0
2006,211167,0,0,0,0,0,0,10,0,0
2006,211170,0,6,0,0,0,2,15,0,0
2006,211172,4,13,0,0,0,0,150,0,0
2006,211174,2,1,0,0,0,0,38,0,7
2006,211176,2,2,0,0,0,0,303,1,1
2006,211178,3,3,0,0,0,0,30,0,3
2006,211180,28,7,0,2,0,0,60,0,20
2006,211190,0,3,0,0,0,0,105,0,27
2006,211195,0,0,0,0,0,0,14,0,1
2006,211200,0,1,0,0,0,0,40,0,2
2006,211210,9,1,0,0,0,1,146,0,31
2006,211220,4,6,0,0,0,11,928,0,86
2006,211223,13,12,0,0,0,0,65,0,12
2006,211227,2,0,0,0,0,0,9,0,2
2006,211230,41,27,0,0,0,0,247,0,6
2006,211240,0,7,0,0,0,0,177,0,0
2006,211245,2,3,0,0,0,1,9,0,0
2006,211250,0,4,0,0,0,0,100,0,0
2006,211260,0,0,0,0,0,0,6,0,3
2006,211270,4,5,0,0,0,2,135,0,0
2006,211280,26,65,0,0,0,0,299,0,7
2006,211285,1,1,0,0,0,0,56,0,0
2006,211290,9,4,0,0,0,1,27,0,2
2006,211300,4,4,0,0,0,0,71,0,3
2006,211400,8,22,0,0,0,0,197,1,6
2006,220525,0,0,0,0,0,0,0,0,1
2006,220750,0,0,0,0,0,0,8,0,0
2006,221100,0,0,0,0,0,0,5,0,3
2006,270460,0,0,0,0,0,0,1,0,0
2006,291110,0,0,0,0,0,0,2,0,0
2006,311820,0,0,0,0,0,0,1,0,0
2006,313780,1,0,0,0,0,0,0,0,0
2006,314720,0,0,0,0,0,0,0,0,0
2006,355030,0,0,0,0,0,0,2,0,0
2006,411990,0,0,0,0,0,0,1,0,0
2006,500370,0,0,0,0,0,0,1,0,0
2006,510010,1,1,0,0,0,0,14,0,3
2006,510020,8,1,0,0,0,0,153,0,1
2006,510025,44,18,9,0,0,0,226,1,26
2006,510030,27,16,0,0,0,0,77,0,11
2006,510035,3,1,0,0,0,0,5,0,1
2006,510040,7,5,0,0,0,0,11,0,4
2006,510050,13,6,0,0,0,0,66,0,2
2006,510060,0,0,0,0,0,0,2,0,1
2006,510080,7,0,2,0,0,0,100,0,3
2006,510100,53,1,0,0,0,0,20,0,2
2006,510120,2,1,0,0,0,0,8,0,0
2006,510125,33,4,0,0,0,0,156,1,16
2006,510130,37,17,0,1,0,0,46,1,21
2006,510140,24,22,0,0,0,0,143,0,14
2006,510160,1,2,0,0,0,0,5,0,3
2006,510170,35,11,0,0,0,0,401,0,46
2006,510180,54,17,0,0,0,1,340,2,12
2006,510185,7,0,0,0,0,0,29,0,0
2006,510190,36,0,0,0,0,0,64,1,14
2006,510250,43,28,1,1,0,7,290,5,34
2006,510260,21,2,0,0,0,0,313,0,18
2006,510263,17,13,0,2,0,0,191,0,15
2006,510267,24,10,0,3,0,1,151,0,22
2006,510268,18,1,3,0,0,1,1,1,1
2006,510269,2,5,0,0,0,0,4,0,7
2006,510270,21,1,0,0,0,0,119,0,1
2006,510279,132,4,0,0,0,0,45,0,8
2006,510285,2,17,0,0,0,0,30,0,2
2006,510300,29,11,3,0,0,0,76,0,6
2006,510305,22,5,1,0,0,1,318,0,4
2006,510310,16,0,0,0,0,0,58,0,9
2006,510320,47,5,1,0,0,0,167,0,31
2006,510325,3,3,0,0,0,0,51,2,2
2006,510330,83,5,1,0,0,0,118,0,1
2006,510335,26,14,0,0,0,0,151,0,12
2006,510336,0,0,0,0,0,4,4,1,0
2006,510337,14,3,0,0,0,0,93,1,6
2006,510340,432,232,25,8,0,35,1215,159,370
2006,510343,6,2,0,0,0,0,11,0,0
2006,510345,14,1,0,1,0,0,72,0,9
2006,510350,23,21,0,0,0,0,119,1,20
2006,510360,19,6,0,1,0,1,60,0,5
2006,510370,2,1,2,0,0,0,9,0,3
2006,510380,0,0,0,0,0,0,13,0,2
2006,510385,12,2,0,0,0,0,118,0,0
2006,510390,14,10,0,0,0,0,55,0,8
2006,510395,12,3,0,0,0,0,16,0,0
2006,510410,69,13,0,0,0,0,224,4,40
2006,510420,50,10,0,0,0,0,58,0,23
2006,510445,0,0,0,0,0,0,1,0,0
2006,510450,3,3,0,0,0,0,25,0,1
2006,510455,15,9,0,2,0,0,23,0,2
2006,510460,7,0,0,0,0,0,22,0,1
2006,510480,60,31,0,1,0,0,180,2,37
2006,510490,4,2,0,0,0,1,18,1,4
2006,510500,18,7,0,0,0,1,68,0,18
2006,510510,135,52,0,0,0,2,96,3,23
2006,510515,76,41,0,0,0,0,533,3,6
2006,510517,13,0,0,0,0,0,68,0,0
2006,510520,39,6,0,0,0,0,27,0,30
2006,510523,1,3,0,0,0,0,19,0,1
2006,510525,29,2,1,0,0,0,49,0,20
2006,510530,0,1,0,0,0,0,19,0,4
2006,510550,4,5,0,1,0,0,102,1,8
2006,510558,25,5,0,0,0,0,72,0,22
2006,510560,9,7,1,0,0,0,39,1,5
2006,510562,49,12,0,1,0,0,137,0,46
2006,510590,27,7,0,0,0,1,81,2,17
2006,510600,6,2,0,0,0,0,23,0,5
2006,510610,39,5,0,0,0,0,98,0,14
2006,510615,2,1,1,0,0,0,11,0,0
2006,510617,0,0,0,0,0,0,125,0,1
2006,510618,4,2,0,0,0,2,7,0,0
2006,510619,4,1,0,0,0,0,21,0,5
2006,510620,3,3,0,0,0,1,61,1,5
2006,510621,70,16,0,0,0,0,14,0,18
2006,510622,9,2,0,0,0,0,89,1,5
2006,510623,14,1,0,1,0,0,50,0,6
2006,510624,5,2,1,0,0,0,9,0,4
2006,510625,76,26,0,0,0,1,6,0,11
2006,510626,4,5,0,0,0,0,24,0,2
2006,510627,0,5,0,0,0,0,8,0,0
2006,510628,50,0,1,0,0,0,104,0,9
2006,510629,51,2,0,1,0,0,167,0,3
2006,510630,51,1,0,1,0,0,77,1,14
2006,510631,2,0,0,0,0,0,2,0,2
2006,510637,21,4,1,0,0,0,100,0,24
2006,510642,44,12,4,1,0,0,165,0,16
2006,510645,3,4,0,0,0,0,17,0,1
2006,510650,75,14,0,1,0,12,211,0,77
2006,510665,5,0,0,0,0,0,14,0,2
2006,510670,1,1,0,0,0,0,8,0,1
2006,510675,63,14,0,0,0,36,248,2,32
2006,510677,11,9,0,1,0,0,44,0,3
2006,510680,11,1,0,0,0,0,55,0,4
2006,510682,23,5,0,0,0,0,54,0,8
2006,510685,5,0,0,0,0,0,42,0,10
2006,510700,44,2,0,1,0,0,55,0,22
2006,510704,4,6,1,0,0,1,34,0,5
2006,510706,18,1,0,0,0,0,102,0,7
2006,510710,38,8,1,0,0,0,181,0,29
2006,510715,3,2,0,0,0,0,11,0,2
2006,510718,17,10,0,0,0,0,49,1,10
2006,510719,13,1,0,0,0,0,48,0,1
2006,510720,30,1,0,0,0,0,58,0,14
2006,510724,3,0,0,0,0,0,2,0,6
2006,510726,3,0,0,0,0,0,18,0,2
2006,510729,3,1,0,0,0,0,8,0,4
2006,510730,10,29,0,0,0,0,193,0,15
2006,510735,24,1,0,0,0,0,19,0,2
2006,510740,12,4,0,0,0,0,18,0,4
2006,510757,0,0,0,0,0,0,1,0,0
