seqid,year,polo,goldmine_area,malaria_api_by_polobase,population_polobase
1,2003,abacaxis,0,0,587
2,2003,abaquadi,0,18.641810918775,751
4,2003,ajarani,0,1052.63157894737,57
5,2003,ajuricaba,0,99.5475113122172,221
6,2003,alta floresta,0,3.76884422110553,796
7,2003,altamira,0.170775480407715,169.769643420637,3169
8,2003,alto catrimani,0,0,193
9,2003,alto curuçá,0,22.9591836734694,392
10,2003,alto ituí,0,12.6404494382022,712
11,2003,alto mucajai,0,12.9032258064516,465
12,2003,alto padauiri,0,0,156
14,2003,amarante,0,0.158503724837534,6309
15,2003,anamã,0,2.77008310249307,722
18,2003,apiaú,0,229.885057471264,87
21,2003,aracá,0,0,285
22,2003,arame,0,0.587889476778366,5103
23,2003,aramirã,1.30332841699219,28.9421157684631,1002
25,2003,aratha-u,0,0,508
26,2003,araticum,0,0,1602
29,2003,araçá,0,7.40242261103634,1486
30,2003,aripuanã,1.47128117053223,0,468
31,2003,assis brasil,0,9.12964090079124,1643
33,2003,auaris,0,1.73010380622837,2890
34,2003,bacaval,0,0,788
35,2003,baixo catrimani,0,21.505376344086,93
36,2003,baixo mucajai,0,66.3507109004739,211
37,2003,balawau,0,0,634
38,2003,barra do corda,0,0.183823529411765,10880
40,2003,barreira da missão,0,39.6203054065208,2423
41,2003,barro,0,14.0612076095947,1209
45,2003,belém do solimões,0,13.8683977574506,10167
46,2003,betânia,0,0.136574706364381,7322
47,2003,bismarck,0,NA,NA
48,2003,biá,0,26.6544117647059,1088
49,2003,boca do acre,0,9.41176470588235,1700
50,2003,boca do jauari,0,29.9684542586751,1902
52,2003,bona,6.41234850543212,45.1467268623025,886
54,2003,boqueirão,0,19.3333333333333,1500
56,2003,brasnorte,11.1903794237061,0,1059
58,2003,bugaio,0,49.5917750226792,3307
59,2003,buá-buá,0,12.4804992199688,641
61,2003,cachoeira do araçá,0,0,79
62,2003,cacoal,0.79662521105957,4.6535677352637,1934
64,2003,camara,0,3.33333333333333,900
65,2003,camarão,0,1.2779552715655,1565
67,2003,campinápolis,0,0,6305
68,2003,campo alegre,0,0.711237553342816,5624
69,2003,campo formoso,0,211.026615969582,526
71,2003,canadá,0,2.53592561284869,1183
72,2003,cantagalo,0,2.48447204968944,1610
73,2003,capitão poço,0,2.03252032520325,492
75,2003,caracanã,0,13.2560066280033,1207
76,2003,caraparu i,0,7.79944289693593,1795
77,2003,carauarí,0,3.37837837837838,296
78,2003,careiro castanho,0.158773184692383,21.4698596201486,1211
80,2003,caroçal do rio das tropas,38.9384404624636,415.364583333333,768
81,2003,caruru - tiquié,0,4.63499420625724,863
82,2003,caruru - uaupés,0,9.22131147540984,976
83,2003,casa nova,0,84.4594594594595,592
84,2003,cauburis,0,41.1805078929307,1457
88,2003,chico camilo,0,113.199105145414,2235
89,2003,chiquitano,0,0,497
90,2003,coari,0,72.1966205837174,1302
92,2003,confresa,0,0,634
93,2003,constantino,0,NA,NA
94,2003,corumbá,4.46853890264896,0,188
96,2003,crispim,0,108.571428571429,875
97,2003,cruzeiro do sul,0,29.3685756240822,681
98,2003,cucuí,0,0.796812749003984,1255
99,2003,cuiabá,65.2017806671756,0,2314
100,2003,cuiú-cuiú,0,37.2093023255814,1505
101,2003,cumarú,0,200.716845878136,837
102,2003,demini,0,0,145
103,2003,diauarum,0,0,1543
105,2003,eirunepé,0,58.2601755786113,2506
106,2003,envira,0,2.2075055187638,906
107,2003,ericó,0,101.769911504425,226
108,2003,estrada,0,NA,NA
110,2003,feijoal,0,1.64962058726493,6062
111,2003,feijó,0,0,3764
112,2003,filadélfia,0,1.70430336599915,7041
114,2003,formoso do araguaia,0,0,1579
116,2003,goiânia,0,0,399
117,2003,grajaú,0,0,7747
118,2003,guajará mirim,0,30.8699719363891,4276
121,2003,hakoma,0,0,470
122,2003,haxiu,0,0,586
123,2003,homoxi,0.00535880639648437,2.11864406779661,472
124,2003,humaitá,0,94.7075208913649,1077
125,2003,ibotirama,0,0,1232
126,2003,igapó açú,0.201001255004883,43.30900243309,2055
128,2003,ilha das flores,0,109.018264840183,1752
130,2003,iminaã,0,343.30985915493,568
131,2003,inambú,0,6.26959247648903,319
132,2003,ipixuna,0,0,1176
133,2003,itacajá,0,0,2611
134,2003,itacoaí,0,41.4285714285714,700
135,2003,itaituba,135.469723101257,20.0400801603206,998
140,2003,jacamim,0,93.2475884244373,1555
141,2003,jacareacanga,0.300466869934082,401.574803149606,889
142,2003,japiim,0,500,136
143,2003,jaquirana,0,5.4249547920434,1106
144,2003,jatapuzinho,0,25.8215962441315,852
146,2003,ji-paraná,6.69620790844727,19.2600101368474,1973
147,2003,jordao,0,1.10497237569061,2715
149,2003,juara,0,0,1016
151,2003,juruti,0,0,1572
152,2003,juína,2.16004529028319,0,1545
161,2003,kassawá,0,0,516
162,2003,katõ,0,264,1125
164,2003,kumarumã,0,3.5035035035035,1998
165,2003,kumarú,0,56.9007263922518,826
166,2003,kumenê,0,3.37609723160027,1481
167,2003,kuruatuba,0,0,810
168,2003,kwatá,0,40.4275092936803,2152
170,2003,laranjal,0,0.719942404607631,1389
171,2003,leonardo,0,0,3113
173,2003,maia,0,0,506
174,2003,makira (nova jerusalém),0.410661288574218,58.648849294729,1347
175,2003,malacacheta,0,43.6353529738744,3598
176,2003,maloca paapiu,0,0,337
177,2003,manacapuru,0,0,565
178,2003,manaquiri,0,44.5986124876115,1009
179,2003,mancio lima,0,26.4788732394366,1775
180,2003,manga,0.95833974053955,32.1199143468951,3269
181,2003,manoa,0,19.7795071335927,3084
182,2003,manoel urbano,0,0,634
183,2003,marabá,10.8085523406983,32.9166666666667,2400
185,2003,marajaí,0,19.0839694656489,1834
186,2003,marari,0,21.1640211640212,756
187,2003,marauiá,0,36.1050328227571,1828
189,2003,marechal thaumaturgo,0,0.42571306939123,2349
190,2003,marrecão,0,33.7941628264209,651
191,2003,marãiwatsede,0,0,718
192,2003,massarabí,0,7.36196319018405,1630
193,2003,matiri,0,0,276
194,2003,maturacá,0,15.06456241033,1394
195,2003,maturuca,0,42.3429781227946,1417
196,2003,meuri,0,NA,NA
197,2003,milho,0,0,808
200,2003,missão catrimani,0,9.74930362116992,718
201,2003,missão cururu,2.51572152062993,496.905393457118,1131
202,2003,missão tiriyó,0,69.1244239631336,1519
205,2003,morada nova,0,13.6986301369863,1168
206,2003,morro,0,55.635838150289,1384
207,2003,mucura,0,2.17548948513416,1379
208,2003,município de beruri,0,14.4189991518236,1179
209,2003,murutinga,0,5.92638802245789,3206
210,2003,médio curuça,0,59.1497227356747,541
211,2003,médio ituí,0,47.3282442748092,655
212,2003,médio javari,0,140.722291407223,803
213,2003,médio padauiri,0,29.2134831460674,445
214,2003,médio uaupés,0,NA,NA
216,2003,nazaré do enuixí,0,5.99041533546326,2504
217,2003,nossa senhora da saúde,0.0812385297851562,174.698795180723,996
218,2003,nova aldeia,0,0,1450
219,2003,nova alegria,0,0,914
220,2003,nova esperança,0,0,1416
221,2003,nova itália,0,0.221287895552113,4519
222,2003,novo progresso,21.1032916881712,9.7640358014646,1229
223,2003,novo-demini,0,0,393
224,2003,oriximina,0,20.5078125,2048
226,2003,ourilândia,5.19999703234864,5.3030303030303,1320
227,2003,paapiu,0.0125025578613281,0,220
228,2003,pakuera,0,0,688
229,2003,palimiú,0,4.98338870431894,602
233,2003,pantaleão,0,9.14634146341463,10496
234,2003,parafuri,0,0,325
235,2003,paragominas,3.69696935449218,388.082505729565,1309
237,2003,paranatinga,0,0,698
239,2003,pari-cachoeira,0,3.1328320802005,1596
242,2003,pauini,0,8.92510671323244,2577
244,2003,pavurú,0,0,858
245,2003,pedra branca,0,7.77385159010601,1415
246,2003,pedra preta,0,10.0430416068867,697
247,2003,pedreira,0,84.2696629213483,534
248,2003,peixoto de azevedo,71.6305150493736,0,1549
252,2003,pium,0,14.7405660377358,1696
253,2003,ponta alegre,0,0,1515
254,2003,ponta da serra,0,NA,NA
255,2003,ponta natal,0,44.0699935191186,1543
259,2003,porto velho,0,179.153094462541,307
260,2003,porto walter,0,11.6086235489221,603
263,2003,raposa i,0,0.353857041755131,2826
264,2003,redenção,21.8858838660887,8.61141011840689,1858
267,2003,restinga,0,251.920122887865,651
269,2003,rio preto da eva,0,2.59067357512953,772
272,2003,rio verde,0,0,700
273,2003,riozinho,0,0,477
274,2003,rondonópolis,0,0,1016
275,2003,roça,0,0,792
276,2003,sai cinza,0.150162984069824,201.298701298701,1386
277,2003,sangradouro,0,0,1834
278,2003,santa cruz,0,4.64396284829721,646
279,2003,santa fe do araguaia,4.94519063604735,0,516
281,2003,santa inês,0,15.2284263959391,197
282,2003,santa inês,0,2.3121387283237,1730
283,2003,santa luzia do pará,0,21.2765957446809,188
284,2003,santa maria,0,0,302
285,2003,santa maria,0,0,1083
286,2003,santa maria,0,300.578034682081,519
287,2003,santa rosa,0,4.02993667242372,3474
288,2003,santa terezinha,0,0,1332
289,2003,santarém,0,1.60069848661234,6872
290,2003,sauba,0,23.5690235690236,297
291,2003,sede do dsei kaiapó do mt,0,1.00874243443174,2974
292,2003,sena madureira,0,132.300357568534,839
293,2003,serra do sol,0,30.3249097472924,1385
294,2003,serra do truarú,0,1.6849199663016,1187
295,2003,serrinha,0,18.7630298818624,2878
297,2003,sorocaima ii,0,81.2232818151924,3041
299,2003,surucucu,0,0,1625
301,2003,são francisco,0,0,867
302,2003,são félix do araguaia,0,0,2003
303,2003,são félix do xingu,1.12657881237792,1.07874865156419,927
304,2003,são joaquim,0,4.41083805923125,1587
305,2003,são josé de anchieta,0,NA,NA
306,2003,são josé ii,0,3.47050074367873,2017
307,2003,são marcos,0,0,3359
309,2003,são paulo de olivença,0,3.81832797427653,4976
310,2003,são pedro,0,189.189189189189,185
312,2003,tangará da serra,0,0,2101
313,2003,tapera,0,194.29347826087,736
314,2003,taperera,0,13.7594318686196,2253
315,2003,taracuá,0,5.63204005006258,1598
316,2003,tarauacá,0,21.3934663197456,3459
317,2003,tawamirim,0,137.142857142857,1225
318,2003,teles pires,0,362.376237623762,505
341,2003,tocantinópolis,0,0,1998
342,2003,tocantínia,0,0,2951
343,2003,tomé-açu,0,0,383
344,2003,tonantins,0,0,3359
345,2003,toototobi,0,0,510
347,2003,tres lagoas,0,0,514
349,2003,tucumã,0,0,1072
350,2003,tucumã,6.05497379614256,3.28407224958949,609
351,2003,tucuruí,0,155.963302752294,763
352,2003,tumiã,0,30.5555555555556,360
353,2003,tunuí-cachoeira,0.126908176696777,0.640614990390775,1561
354,2003,uarini,0,74.9250749250749,1001
356,2003,umariaçú i,0,1.48809523809524,2688
357,2003,umariaçú ii,0,2.10881484605652,4742
358,2003,umirituba,0,0,1188
359,2003,uraricoera,0,16.8067226890756,119
360,2003,urucará,0,0,158
361,2003,vendaval,0,10.3944562899787,3752
363,2003,vila bitencourt,0.19028706262207,0,366
364,2003,vila nova,0,0,1118
365,2003,vila nova i,0,9.73451327433628,1130
366,2003,vila nova ii,0,3.147128245476,1271
367,2003,vilhena,0,2.02839756592292,1972
368,2003,vista alegre,0,1.83823529411765,1632
369,2003,waikás,0,6.66666666666667,150
370,2003,waputha,0,1.93798449612403,516
371,2003,waro apampu(posto mdk),0,385.779122541604,661
373,2003,wawi,0,0,509
374,2003,wilimon,0,48.2051282051282,1950
375,2003,xitei,0,1.38888888888889,1440
380,2003,yauaretê,0,6.00781015319916,3329
381,2003,zé doca,0,30.7167235494881,1465
383,2003,água boa,0,0,2978
1,2004,abacaxis,0,0,587
2,2004,abaquadi,0,83.8881491344873,751
4,2004,ajarani,0,2280.70175438596,57
5,2004,ajuricaba,0,22.6244343891403,221
6,2004,alta floresta,0,6.28140703517588,796
7,2004,altamira,0.181451235839844,167.24518775639,3169
8,2004,alto catrimani,0,0,193
9,2004,alto curuçá,0,7.6530612244898,392
10,2004,alto ituí,0,11.2359550561798,712
11,2004,alto mucajai,0,111.827956989247,465
12,2004,alto padauiri,0,6.41025641025641,156
14,2004,amarante,0,0.158503724837534,6309
15,2004,anamã,0,0,722
18,2004,apiaú,0,275.862068965517,87
21,2004,aracá,0,0,285
22,2004,arame,0,0.979815794630609,5103
23,2004,aramirã,1.30601016162109,50.8982035928144,1002
25,2004,aratha-u,0,0,508
26,2004,araticum,0,0,1602
29,2004,araçá,0,26.9179004037685,1486
30,2004,aripuanã,1.48893441748047,4.27350427350427,468
31,2004,assis brasil,0,0.608642726719416,1643
33,2004,auaris,0,8.30449826989619,2890
34,2004,bacaval,0,0,788
35,2004,baixo catrimani,0,10.752688172043,93
36,2004,baixo mucajai,0,104.265402843602,211
37,2004,balawau,0,0,634
38,2004,barra do corda,0,0,10880
40,2004,barreira da missão,0,46.223689640941,2423
41,2004,barro,0,36.3937138130687,1209
45,2004,belém do solimões,0,2.95072292711714,10167
46,2004,betânia,0,0.546298825457525,7322
47,2004,bismarck,0,NA,NA
48,2004,biá,0,69.8529411764706,1088
49,2004,boca do acre,0,58.8235294117647,1700
50,2004,boca do jauari,0,12.0925341745531,1902
52,2004,bona,6.51694232513427,68.8487584650113,886
54,2004,boqueirão,0,17.3333333333333,1500
56,2004,brasnorte,11.2795699771118,25.4957507082153,1059
58,2004,bugaio,0,39.6129422437254,3307
59,2004,buá-buá,0,249.609984399376,641
61,2004,cachoeira do araçá,0,0,79
62,2004,cacoal,0.97715433703613,502.58531540848,1934
64,2004,camara,0,17.7777777777778,900
65,2004,camarão,0,7.02875399361022,1565
67,2004,campinápolis,0,0,6305
68,2004,campo alegre,0,0.533428165007112,5624
69,2004,campo formoso,0,129.277566539924,526
71,2004,canadá,0,2.53592561284869,1183
72,2004,cantagalo,0,1.24223602484472,1610
73,2004,capitão poço,0,6.09756097560976,492
75,2004,caracanã,0,26.5120132560066,1207
76,2004,caraparu i,0,25.0696378830084,1795
77,2004,carauarí,0,13.5135135135135,296
78,2004,careiro castanho,0.158773184692383,30.5532617671346,1211
80,2004,caroçal do rio das tropas,38.2714420093386,342.447916666667,768
81,2004,caruru - tiquié,0,6.95249130938586,863
82,2004,caruru - uaupés,0,72.7459016393443,976
83,2004,casa nova,0,33.7837837837838,592
84,2004,cauburis,0,33.6307481125601,1457
88,2004,chico camilo,0,82.7740492170022,2235
89,2004,chiquitano,0,0,497
90,2004,coari,0,46.0829493087558,1302
92,2004,confresa,0,0,634
93,2004,constantino,0,NA,NA
94,2004,corumbá,4.60720428051761,0,188
96,2004,crispim,0,189.714285714286,875
97,2004,cruzeiro do sul,0,22.0264317180617,681
98,2004,cucuí,0,2.39043824701195,1255
99,2004,cuiabá,66.2565845634157,0,2314
100,2004,cuiú-cuiú,0,2.6578073089701,1505
101,2004,cumarú,0,114.695340501792,837
102,2004,demini,0,0,145
103,2004,diauarum,0,0,1543
105,2004,eirunepé,0,7.58180367118915,2506
106,2004,envira,0,0,906
107,2004,ericó,0,181.41592920354,226
108,2004,estrada,0,NA,NA
110,2004,feijoal,0,2.96931705707687,6062
111,2004,feijó,0,0,3764
112,2004,filadélfia,0,0.994176963499503,7041
114,2004,formoso do araguaia,0,0,1579
116,2004,goiânia,0,0,399
117,2004,grajaú,0,0,7747
118,2004,guajará mirim,0,79.7474275023386,4276
121,2004,hakoma,0,0,470
122,2004,haxiu,0,0,586
123,2004,homoxi,0,4.23728813559322,472
124,2004,humaitá,0,101.207056638812,1077
125,2004,ibotirama,0,0,1232
126,2004,igapó açú,0.203657612365723,40.8759124087591,2055
128,2004,ilha das flores,0,88.4703196347032,1752
130,2004,iminaã,0,436.619718309859,568
131,2004,inambú,0,0,319
132,2004,ipixuna,0,0.850340136054422,1176
133,2004,itacajá,0,0,2611
134,2004,itacoaí,0,11.4285714285714,700
135,2004,itaituba,134.993712147094,20.0400801603206,998
140,2004,jacamim,0,81.0289389067524,1555
141,2004,jacareacanga,0.309349050048828,230.596175478065,889
142,2004,japiim,0,1360.29411764706,136
143,2004,jaquirana,0,11.754068716094,1106
144,2004,jatapuzinho,0,80.9859154929577,852
146,2004,ji-paraná,6.721849895813,10.6436898124683,1973
147,2004,jordao,0,6.62983425414365,2715
149,2004,juara,0,0,1016
151,2004,juruti,0,0,1572
152,2004,juína,2.25201771209715,31.7152103559871,1545
161,2004,kassawá,0,0,516
162,2004,katõ,0,59.5555555555556,1125
164,2004,kumarumã,0,10.01001001001,1998
165,2004,kumarú,0,14.5278450363196,826
166,2004,kumenê,0,11.4787305874409,1481
167,2004,kuruatuba,0,0,810
168,2004,kwatá,0,22.3048327137546,2152
170,2004,laranjal,0,1.43988480921526,1389
171,2004,leonardo,0,0,3113
173,2004,maia,0,0,506
174,2004,makira (nova jerusalém),0.410661292236327,35.6347438752784,1347
175,2004,malacacheta,0,127.570872707059,3598
176,2004,maloca paapiu,0,2.9673590504451,337
177,2004,manacapuru,0,0,565
178,2004,manaquiri,0,148.662041625372,1009
179,2004,mancio lima,0,72.112676056338,1775
180,2004,manga,0.957446613342285,69.4401957785255,3269
181,2004,manoa,0,88.8456549935149,3084
182,2004,manoel urbano,0,0,634
183,2004,marabá,11.1724970684205,54.5833333333333,2400
185,2004,marajaí,0,29.9890948745911,1834
186,2004,marari,0,5.29100529100529,756
187,2004,marauiá,0,166.849015317287,1828
189,2004,marechal thaumaturgo,0,4.68284376330353,2349
190,2004,marrecão,0,0,651
191,2004,marãiwatsede,0,0,718
192,2004,massarabí,0,1.84049079754601,1630
193,2004,matiri,0,282.608695652174,276
194,2004,maturacá,0,38.7374461979914,1394
195,2004,maturuca,0,87.5088214537756,1417
196,2004,meuri,0,NA,NA
197,2004,milho,0,27.2277227722772,808
200,2004,missão catrimani,0,29.2479108635097,718
201,2004,missão cururu,2.53778072692876,404.067197170645,1131
202,2004,missão tiriyó,0,61.2244897959184,1519
205,2004,morada nova,0,28.2534246575342,1168
206,2004,morro,0,250.722543352601,1384
207,2004,mucura,0,3.62581580855693,1379
208,2004,município de beruri,0,7.63358778625954,1179
209,2004,murutinga,0,19.3387398627573,3206
210,2004,médio curuça,0,31.4232902033272,541
211,2004,médio ituí,0,96.1832061068702,655
212,2004,médio javari,0,122.042341220423,803
213,2004,médio padauiri,0,49.438202247191,445
214,2004,médio uaupés,0,NA,NA
216,2004,nazaré do enuixí,0,2.3961661341853,2504
217,2004,nossa senhora da saúde,0.0857021901245116,245.983935742972,996
218,2004,nova aldeia,0,0,1450
219,2004,nova alegria,0,0,914
220,2004,nova esperança,0,0,1416
221,2004,nova itália,0,0,4519
222,2004,novo progresso,21.7835014973754,2.44100895036615,1229
223,2004,novo-demini,0,0,393
224,2004,oriximina,0,9.27734375,2048
226,2004,ourilândia,4.9346149229126,0,1320
227,2004,paapiu,0.00803734698486328,13.6363636363636,220
228,2004,pakuera,0,0,688
229,2004,palimiú,0,14.9501661129568,602
233,2004,pantaleão,0,11.3376524390244,10496
234,2004,parafuri,0,0,325
235,2004,paragominas,4.35834711444092,110.007639419404,1309
237,2004,paranatinga,0,0,698
239,2004,pari-cachoeira,0,8.7719298245614,1596
242,2004,pauini,0,24.8350795498642,2577
244,2004,pavurú,0,0,858
245,2004,pedra branca,0,17.6678445229682,1415
246,2004,pedra preta,0,11.4777618364419,697
247,2004,pedreira,0,16.8539325842697,534
248,2004,peixoto de azevedo,71.7018247423664,0.64557779212395106,1549
252,2004,pium,0,44.811320754717,1696
253,2004,ponta alegre,0,0,1515
254,2004,ponta da serra,0,NA,NA
255,2004,ponta natal,0,14.9060272197019,1543
259,2004,porto velho,0,153.094462540717,307
260,2004,porto walter,0,14.9253731343284,603
263,2004,raposa i,0,2.12314225053079,2826
264,2004,redenção,22.1622332769163,2.15285252960172,1858
267,2004,restinga,0,231.950844854071,651
269,2004,rio preto da eva,0,62.1761658031088,772
272,2004,rio verde,0,0,700
273,2004,riozinho,0,0,477
274,2004,rondonópolis,0,0,1016
275,2004,roça,0,2.52525252525253,792
276,2004,sai cinza,0.190146849304199,79.3650793650794,1386
277,2004,sangradouro,0,0,1834
278,2004,santa cruz,0,13.9318885448916,646
279,2004,santa fe do araguaia,4.96109971032714,0,516
281,2004,santa inês,0,233.502538071066,197
282,2004,santa inês,0,13.2947976878613,1730
283,2004,santa luzia do pará,0,0,188
284,2004,santa maria,0,6.62251655629139,302
285,2004,santa maria,0,0,1083
286,2004,santa maria,0,360.308285163776,519
287,2004,santa rosa,0,1.15141047783535,3474
288,2004,santa terezinha,0,0,1332
289,2004,santarém,0,10.7683352735739,6872
290,2004,sauba,0,127.946127946128,297
291,2004,sede do dsei kaiapó do mt,0,0.672494956287828,2974
292,2004,sena madureira,0,181.168057210965,839
293,2004,serra do sol,0,20.2166064981949,1385
294,2004,serra do truarú,0,8.424599831508,1187
295,2004,serrinha,0,6.60180681028492,2878
297,2004,sorocaima ii,0,85.1693521867807,3041
299,2004,surucucu,0,1.23076923076923,1625
301,2004,são francisco,0,5.76701268742791,867
302,2004,são félix do araguaia,0,0,2003
303,2004,são félix do xingu,1.13900758129882,0,927
304,2004,são joaquim,0,0,1587
305,2004,são josé de anchieta,0,NA,NA
306,2004,são josé ii,0,7.436787307883,2017
307,2004,são marcos,0,0,3359
309,2004,são paulo de olivença,0,0.602893890675241,4976
310,2004,são pedro,0,81.0810810810811,185
312,2004,tangará da serra,0,0,2101
313,2004,tapera,0,169.836956521739,736
314,2004,taperera,0,19.9733688415446,2253
315,2004,taracuá,0,4.38047559449312,1598
316,2004,tarauacá,0,12.4313385371495,3459
317,2004,tawamirim,0,54.6938775510204,1225
318,2004,teles pires,0,253.465346534653,505
341,2004,tocantinópolis,0,0,1998
342,2004,tocantínia,0,0,2951
343,2004,tomé-açu,0,0,383
344,2004,tonantins,0,0,3359
345,2004,toototobi,0,0,510
347,2004,tres lagoas,0,0,514
349,2004,tucumã,0,0,1072
350,2004,tucumã,5.65018409320064,0,609
351,2004,tucuruí,0,128.440366972477,763
352,2004,tumiã,0,55.5555555555556,360
353,2004,tunuí-cachoeira,0.126014457946777,0.640614990390775,1561
354,2004,uarini,0,80.9190809190809,1001
356,2004,umariaçú i,0,75.5208333333333,2688
357,2004,umariaçú ii,0,88.1484605651624,4742
358,2004,umirituba,0,0,1188
359,2004,uraricoera,0,218.487394957983,119
360,2004,urucará,0,6.32911392405063,158
361,2004,vendaval,0,0,3752
363,2004,vila bitencourt,0.181353355529785,98.3606557377049,366
364,2004,vila nova,0,0,1118
365,2004,vila nova i,0,26.5486725663717,1130
366,2004,vila nova ii,0,0,1271
367,2004,vilhena,0,1.52129817444219,1972
368,2004,vista alegre,0,32.4754901960784,1632
369,2004,waikás,0,20,150
370,2004,waputha,0,0,516
371,2004,waro apampu(posto mdk),0,508.320726172466,661
373,2004,wawi,0,0,509
374,2004,wilimon,0,97.4358974358974,1950
375,2004,xitei,0,2.08333333333333,1440
380,2004,yauaretê,0,29.4382697506759,3329
381,2004,zé doca,0,27.9863481228669,1465
383,2004,água boa,0,0,2978
1,2005,abacaxis,0,0,587
2,2005,abaquadi,0,98.5352862849534,751
4,2005,ajarani,0,561.40350877193,57
5,2005,ajuricaba,0,158.371040723982,221
6,2005,alta floresta,0,129.396984924623,796
7,2005,altamira,0.172552838989258,147.365099400442,3169
8,2005,alto catrimani,0,15.5440414507772,193
9,2005,alto curuçá,0,387.755102040816,392
10,2005,alto ituí,0,1139.04494382022,712
11,2005,alto mucajai,0,148.387096774194,465
12,2005,alto padauiri,0,429.48717948718,156
14,2005,amarante,0,8.71770486606435,6309
15,2005,anamã,0,1.38504155124654,722
18,2005,apiaú,0,344.827586206897,87
21,2005,aracá,0,42.1052631578947,285
22,2005,arame,0,26.2590632961003,5103
23,2005,aramirã,1.3051162467041,211.576846307385,1002
25,2005,aratha-u,0,53.1496062992126,508
26,2005,araticum,0,0,1602
29,2005,araçá,0,69.3135935397039,1486
30,2005,aripuanã,1.52159183996581,47.008547008547,468
31,2005,assis brasil,0,0.608642726719416,1643
33,2005,auaris,0,3.80622837370242,2890
34,2005,bacaval,0,0,788
35,2005,baixo catrimani,0,548.387096774194,93
36,2005,baixo mucajai,0,260.663507109005,211
37,2005,balawau,0,179.81072555205,634
38,2005,barra do corda,0,0,10880
40,2005,barreira da missão,0,122.162608336773,2423
41,2005,barro,0,110.835401157982,1209
45,2005,belém do solimões,0,17.9994098554146,10167
46,2005,betânia,0,4.78011472275335,7322
47,2005,bismarck,0,NA,NA
48,2005,biá,0,160.845588235294,1088
49,2005,boca do acre,0,34.7058823529412,1700
50,2005,boca do jauari,0,113.038906414301,1902
52,2005,bona,6.62958310046386,135.440180586907,886
54,2005,boqueirão,0,98,1500
56,2005,brasnorte,11.5611412520141,17.9414542020774,1059
58,2005,bugaio,0,425.158754157847,3307
59,2005,buá-buá,0,248.04992199688,641
61,2005,cachoeira do araçá,0,240.506329113924,79
62,2005,cacoal,1.07793831909179,48.6039296794209,1934
64,2005,camara,0,180,900
65,2005,camarão,0,1.2779552715655,1565
67,2005,campinápolis,0,0,6305
68,2005,campo alegre,0,43.5633001422475,5624
69,2005,campo formoso,0,68.4410646387833,526
71,2005,canadá,0,0.84530853761623,1183
72,2005,cantagalo,0,6.83229813664596,1610
73,2005,capitão poço,0.0017872954711914,4.0650406504065,492
75,2005,caracanã,0,82.0215410107705,1207
76,2005,caraparu i,0,31.1977715877437,1795
77,2005,carauarí,0,6.75675675675676,296
78,2005,careiro castanho,0.158773184692383,52.0231213872832,1211
80,2005,caroçal do rio das tropas,37.2939943549196,450.520833333333,768
81,2005,caruru - tiquié,0,0,863
82,2005,caruru - uaupés,0,39.9590163934426,976
83,2005,casa nova,0,15.2027027027027,592
84,2005,cauburis,0,74.1249142072752,1457
88,2005,chico camilo,0,116.778523489933,2235
89,2005,chiquitano,0,0,497
90,2005,coari,0,99.8463901689708,1302
92,2005,confresa,0,0,634
93,2005,constantino,0,NA,NA
94,2005,corumbá,4.86760985083012,0,188
96,2005,crispim,0,38.8571428571429,875
97,2005,cruzeiro do sul,0,26.431718061674,681
98,2005,cucuí,0,0,1255
99,2005,cuiabá,67.1959988123171,0,2314
100,2005,cuiú-cuiú,0,5.3156146179402,1505
101,2005,cumarú,0,360.812425328554,837
102,2005,demini,0,6.89655172413793,145
103,2005,diauarum,0,0,1543
105,2005,eirunepé,0,20.3511572226656,2506
106,2005,envira,0,0,906
107,2005,ericó,0,216.814159292035,226
108,2005,estrada,0,NA,NA
110,2005,feijoal,0,4.94886176179479,6062
111,2005,feijó,0,0.26567481402763,3764
112,2005,filadélfia,0,4.11873313449794,7041
114,2005,formoso do araguaia,0,0,1579
116,2005,goiânia,0,0,399
117,2005,grajaú,0,0.258164450755131,7747
118,2005,guajará mirim,0,101.496725912067,4276
121,2005,hakoma,0,0,470
122,2005,haxiu,0,1.70648464163823,586
123,2005,homoxi,0,0,472
124,2005,humaitá,0,291.550603528319,1077
125,2005,ibotirama,0,0,1232
126,2005,igapó açú,0.204543063720703,130.900243309002,2055
128,2005,ilha das flores,0,188.926940639269,1752
130,2005,iminaã,0,459.507042253521,568
131,2005,inambú,0,3.13479623824451,319
132,2005,ipixuna,0,27.2108843537415,1176
133,2005,itacajá,0,0,2611
134,2005,itacoaí,0,47.1428571428571,700
135,2005,itaituba,130.506989157592,9.01803607214429,998
140,2005,jacamim,0,326.688102893891,1555
141,2005,jacareacanga,0.333346899963379,484.814398200225,889
142,2005,japiim,0,625,136
143,2005,jaquirana,0,113.019891500904,1106
144,2005,jatapuzinho,0,95.0704225352113,852
146,2005,ji-paraná,6.7793237515869,6.08210846426761,1973
147,2005,jordao,0,3.31491712707182,2715
149,2005,juara,0,0,1016
151,2005,juruti,0,2.54452926208651,1572
152,2005,juína,2.32209229888915,8.41423948220065,1545
161,2005,kassawá,0,0,516
162,2005,katõ,0,40,1125
164,2005,kumarumã,0,17.5175175175175,1998
165,2005,kumarú,0,101.694915254237,826
